batter,bowler,balls,runs_scored,wickets,cnt_0,cnt_1,cnt_2,cnt_3,cnt_4,cnt_6,prob_0,prob_1,prob_2,prob_3,prob_4,prob_6,prob_W,expected_runs,strike_rate
LM Jongwe,Mohammad Wasim,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LM Jongwe,OC McCoy,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LM Jongwe,OF Smith,5,15,0,0,1,1,0,3,0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,3.0,300.0
LM Jongwe,PA van Meekeren,3,3,0,1,1,1,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,100.0
LMP Simmons,A Nehra,4,5,0,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1.25,125.0
LMP Simmons,A Nortje,7,2,0,5,2,0,0,0,0,0.7143,0.2857,0.0,0.0,0.0,0.0,0.0,0.2857,28.57
LMP Simmons,AK Markram,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LMP Simmons,CR Woakes,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LMP Simmons,DJ Willey,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LMP Simmons,HH Pandya,7,10,0,2,4,0,0,0,1,0.2857,0.5714,0.0,0.0,0.0,0.1429,0.0,1.4286,142.86
LMP Simmons,JJ Bumrah,12,23,0,6,1,1,0,2,2,0.5,0.0833,0.0833,0.0,0.1667,0.1667,0.0,1.9167,191.67
LMP Simmons,K Rabada,9,2,1,7,2,0,0,0,0,0.7778,0.2222,0.0,0.0,0.0,0.0,0.1111,0.2222,22.22
LMP Simmons,KA Maharaj,11,7,0,4,7,0,0,0,0,0.3636,0.6364,0.0,0.0,0.0,0.0,0.0,0.6364,63.64
LMP Simmons,MM Ali,5,1,1,4,1,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.2,0.2,20.0
LMP Simmons,R Ashwin,8,7,0,5,1,1,0,1,0,0.625,0.125,0.125,0.0,0.125,0.0,0.0,0.875,87.5
LMP Simmons,RA Jadeja,15,33,0,3,5,2,0,3,2,0.2,0.3333,0.1333,0.0,0.2,0.1333,0.0,2.2,220.0
LMP Simmons,T Shamsi,4,3,0,1,3,0,0,0,0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.75,75.0
LMP Simmons,V Kohli,5,4,0,2,2,1,0,0,0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.8,80.0
LRPL Taylor,AU Rashid,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
LRPL Taylor,Al-Amin Hossain,7,6,1,4,2,0,0,1,0,0.5714,0.2857,0.0,0.0,0.1429,0.0,0.1429,0.8571,85.71
LRPL Taylor,CJ Jordan,2,0,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
LRPL Taylor,GJ Maxwell,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LRPL Taylor,JJ Bumrah,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
LRPL Taylor,LE Plunkett,3,4,0,1,1,0,1,0,0,0.3333,0.3333,0.0,0.3333,0.0,0.0,0.0,1.3333,133.33
LRPL Taylor,MR Marsh,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LRPL Taylor,Mahmudullah,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LRPL Taylor,Mashrafe Mortaza,6,8,0,1,4,0,0,1,0,0.1667,0.6667,0.0,0.0,0.1667,0.0,0.0,1.3333,133.33
LRPL Taylor,Mohammad Amir,10,25,0,0,3,4,0,2,1,0.0,0.3,0.4,0.0,0.2,0.1,0.0,2.5,250.0
LRPL Taylor,Mohammad Irfan,3,6,0,0,1,1,1,0,0,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.0,2.0,200.0
LRPL Taylor,Mohammad Sami,7,3,0,5,1,1,0,0,0,0.7143,0.1429,0.1429,0.0,0.0,0.0,0.0,0.4286,42.86
LRPL Taylor,Mustafizur Rahman,3,3,0,0,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LRPL Taylor,NM Coulter-Nile,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LRPL Taylor,R Ashwin,4,5,0,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1.25,125.0
LRPL Taylor,RA Jadeja,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LRPL Taylor,SK Raina,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
LRPL Taylor,SR Watson,3,7,1,1,1,0,0,0,1,0.3333,0.3333,0.0,0.0,0.0,0.3333,0.3333,2.3333,233.33
LRPL Taylor,Shahid Afridi,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
LRPL Taylor,Shakib Al Hasan,4,8,0,1,2,0,0,0,1,0.25,0.5,0.0,0.0,0.0,0.25,0.0,2.0,200.0
LRPL Taylor,Shuvagata Hom,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
LS Livingstone,A Nortje,7,9,0,1,5,0,0,1,0,0.1429,0.7143,0.0,0.0,0.1429,0.0,0.0,1.2857,128.57
LS Livingstone,A Zampa,4,10,0,0,2,1,0,0,1,0.0,0.5,0.25,0.0,0.0,0.25,0.0,2.5,250.0
LS Livingstone,AF Milne,3,7,0,1,1,0,0,0,1,0.3333,0.3333,0.0,0.0,0.0,0.3333,0.0,2.3333,233.33
LS Livingstone,AJ Hosein,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LS Livingstone,AR Patel,2,3,0,0,1,1,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,150.0
LS Livingstone,BJ McCarthy,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LS Livingstone,CBRLS Kumara,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LS Livingstone,D Pretorius,6,7,1,2,3,0,0,1,0,0.3333,0.5,0.0,0.0,0.1667,0.0,0.1667,1.1667,116.67
LS Livingstone,DM de Silva,3,3,0,0,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LS Livingstone,IS Sodhi,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LS Livingstone,JDS Neesham,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LS Livingstone,JR Hazlewood,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
LS Livingstone,K Rabada,10,26,1,4,2,0,0,0,4,0.4,0.2,0.0,0.0,0.0,0.4,0.1,2.6,260.0
LS Livingstone,Kuldeep Yadav,6,3,0,3,3,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LS Livingstone,LH Ferguson,3,4,1,2,0,0,0,1,0,0.6667,0.0,0.0,0.0,0.3333,0.0,0.3333,1.3333,133.33
LS Livingstone,M Jansen,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LS Livingstone,Mohammad Wasim,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LS Livingstone,OC McCoy,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LS Livingstone,OEG Baartman,6,17,0,1,1,1,0,2,1,0.1667,0.1667,0.1667,0.0,0.3333,0.1667,0.0,2.8333,283.33
LS Livingstone,PJ Cummins,5,3,1,2,3,0,0,0,0,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.6,60.0
LS Livingstone,PWH de Silva,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LS Livingstone,R Trumpelmann,4,13,0,1,1,0,0,0,2,0.25,0.25,0.0,0.0,0.0,0.5,0.0,3.25,325.0
LS Livingstone,RA Jadeja,8,5,0,3,5,0,0,0,0,0.375,0.625,0.0,0.0,0.0,0.0,0.0,0.625,62.5
LS Livingstone,T Shamsi,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
LS Livingstone,TA Boult,7,13,0,0,3,3,0,1,0,0.0,0.4286,0.4286,0.0,0.1429,0.0,0.0,1.8571,185.71
LS Livingstone,TG Southee,6,11,0,1,3,1,0,0,1,0.1667,0.5,0.1667,0.0,0.0,0.1667,0.0,1.8333,183.33
LV van Beek,A Nortje,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
LV van Beek,Arshdeep Singh,3,3,1,1,1,1,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.3333,1.0,100.0
LV van Beek,D Wiese,1,2,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,200.0
LV van Beek,Haris Rauf,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
LV van Beek,Hasan Mahmud,3,0,1,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0
LV van Beek,J Little,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
LV van Beek,K Rabada,5,7,0,1,3,0,0,1,0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,1.4,140.0
LV van Beek,KA Maharaj,8,5,0,4,3,1,0,0,0,0.5,0.375,0.125,0.0,0.0,0.0,0.0,0.625,62.5
LV van Beek,M Jansen,1,4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,400.0
LV van Beek,MR Adair,5,5,0,1,3,1,0,0,0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,1.0,100.0
LV van Beek,Mohammad Wasim,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV van Beek,Mohammed Shami,2,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV van Beek,Mosaddek Hossain,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LV van Beek,Naseem Shah,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LV van Beek,OEG Baartman,4,5,1,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,0.25,1.25,125.0
LV van Beek,PWH de Silva,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV van Beek,Rishad Hossain,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LV van Beek,Shaheen Shah Afridi,3,3,0,1,1,1,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,100.0
LV van Beek,Shakib Al Hasan,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LV van Beek,Simi Singh,4,4,0,1,2,1,0,0,0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,1.0,100.0
LV van Beek,Taskin Ahmed,3,4,0,0,2,1,0,0,0,0.0,0.6667,0.3333,0.0,0.0,0.0,0.0,1.3333,133.33
LV van Beek,Zahoor Khan,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
LV van Beek,Zawar Farid,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,A Dutt,2,1,1,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,50.0
Liton Das,A Nortje,17,9,0,10,5,2,0,0,0,0.5882,0.2941,0.1176,0.0,0.0,0.0,0.0,0.5294,52.94
Liton Das,A Vala,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Liton Das,A Zampa,5,2,1,3,2,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.2,0.4,40.0
Liton Das,AD Russell,5,4,0,1,4,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.8,80.0
Liton Das,AJ Hosein,15,14,0,4,10,0,0,1,0,0.2667,0.6667,0.0,0.0,0.0667,0.0,0.0,0.9333,93.33
Liton Das,AR Patel,4,8,0,0,2,1,0,1,0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,2.0,200.0
Liton Das,Arshdeep Singh,7,13,0,3,1,0,0,3,0,0.4286,0.1429,0.0,0.0,0.4286,0.0,0.0,1.8571,185.71
Liton Das,B Fernando,5,5,0,3,1,0,0,1,0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,1.0,100.0
Liton Das,B Kumar,10,24,0,2,4,0,0,2,2,0.2,0.4,0.0,0.0,0.2,0.2,0.0,2.4,240.0
Liton Das,B Muzarabani,5,8,1,3,0,0,0,2,0,0.6,0.0,0.0,0.0,0.4,0.0,0.2,1.6,160.0
Liton Das,BTJ Wheal,3,2,1,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.3333,0.6667,66.67
Liton Das,Bilal Khan,4,3,1,2,1,1,0,0,0,0.5,0.25,0.25,0.0,0.0,0.0,0.25,0.75,75.0
Liton Das,C Karunaratne,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
Liton Das,CA Soper,6,10,0,1,4,0,0,0,1,0.1667,0.6667,0.0,0.0,0.0,0.1667,0.0,1.6667,166.67
Liton Das,CBRLS Kumara,4,2,1,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.5,50.0
Liton Das,CR Woakes,2,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liton Das,D Pretorius,5,3,0,2,3,0,0,0,0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.6,60.0
Liton Das,D Ravu,6,8,0,1,4,0,0,1,0,0.1667,0.6667,0.0,0.0,0.1667,0.0,0.0,1.3333,133.33
Liton Das,DJ Bravo,14,16,1,5,6,1,0,2,0,0.3571,0.4286,0.0714,0.0,0.1429,0.0,0.0714,1.1429,114.29
Liton Das,DM de Silva,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,DS Airee,6,9,0,3,0,1,1,1,0,0.5,0.0,0.1667,0.1667,0.1667,0.0,0.0,1.5,150.0
Liton Das,HH Pandya,2,6,1,1,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.5,0.5,3.0,300.0
Liton Das,JH Davey,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
Liton Das,JJ Bumrah,5,1,0,4,1,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,20.0
Liton Das,JO Holder,4,3,0,1,3,0,0,0,0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.75,75.0
Liton Das,JR Hazlewood,8,1,0,7,1,0,0,0,0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.125,12.5
Liton Das,K Rabada,13,15,0,2,9,1,0,1,0,0.1538,0.6923,0.0769,0.0,0.0769,0.0,0.0,1.1538,115.38
Liton Das,KA Maharaj,25,22,1,9,12,3,0,1,0,0.36,0.48,0.12,0.0,0.04,0.0,0.04,0.88,88.0
Liton Das,KV Morea,5,4,0,1,4,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.8,80.0
Liton Das,Kaleemullah,3,3,0,1,1,1,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,LV van Beek,2,1,1,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,50.0
Liton Das,M Jansen,8,5,0,6,1,0,0,1,0,0.75,0.125,0.0,0.0,0.125,0.0,0.0,0.625,62.5
Liton Das,M Pathirana,10,10,0,6,2,1,0,0,1,0.6,0.2,0.1,0.0,0.0,0.1,0.0,1.0,100.0
Liton Das,M Theekshana,12,15,0,3,6,1,1,1,0,0.25,0.5,0.0833,0.0833,0.0833,0.0,0.0,1.25,125.0
Liton Das,MA Starc,11,11,1,7,1,1,0,2,0,0.6364,0.0909,0.0909,0.0,0.1818,0.0,0.0909,1.0,100.0
Liton Das,MM Ali,6,9,1,3,1,0,0,2,0,0.5,0.1667,0.0,0.0,0.3333,0.0,0.1667,1.5,150.0
Liton Das,MP Stoinis,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,Mohammed Shami,8,20,0,2,1,1,1,2,1,0.25,0.125,0.125,0.125,0.25,0.125,0.0,2.5,250.0
Liton Das,N Thushara,6,7,0,2,3,0,0,1,0,0.3333,0.5,0.0,0.0,0.1667,0.0,0.0,1.1667,116.67
Liton Das,Naseem Shah,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
Liton Das,PA van Meekeren,3,3,0,1,1,1,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,PJ Cummins,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,PVD Chameera,5,8,0,0,4,0,0,1,0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,1.6,160.0
Liton Das,PWH de Silva,9,3,1,6,3,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.1111,0.3333,33.33
Liton Das,R Ashwin,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,R Ngarava,4,5,0,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1.25,125.0
Liton Das,R Rampaul,5,7,0,1,3,0,0,1,0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,1.4,140.0
Liton Das,S Bau,5,7,0,1,1,3,0,0,0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,1.4,140.0
Liton Das,SM Sharif,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,Shaheen Shah Afridi,5,8,1,2,2,0,0,0,1,0.4,0.4,0.0,0.0,0.0,0.2,0.2,1.6,160.0
Liton Das,Shariz Ahmad,4,4,0,1,2,1,0,0,0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,1.0,100.0
Liton Das,Sompal Kami,6,1,1,5,1,0,0,0,0,0.8333,0.1667,0.0,0.0,0.0,0.0,0.1667,0.1667,16.67
Liton Das,T Shamsi,7,5,2,3,3,1,0,0,0,0.4286,0.4286,0.1429,0.0,0.0,0.0,0.2857,0.7143,71.43
Liton Das,TJG Pringle,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
Liton Das,TL Chatara,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
Liton Das,WD Parnell,5,8,0,2,2,0,0,0,1,0.4,0.4,0.0,0.0,0.0,0.2,0.0,1.6,160.0
M Ansari,MC Sorensen,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Ansari,Sabbir Rahman,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
M Ansari,Shakib Al Hasan,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
M Jansen,A Bohara,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Jansen,AD Russell,4,5,0,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1.25,125.0
M Jansen,AS Joseph,4,5,0,1,1,2,0,0,0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,1.25,125.0
M Jansen,BFW de Leede,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
M Jansen,DS Airee,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
M Jansen,HH Pandya,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
M Jansen,JC Archer,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M Jansen,JJ Bumrah,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M Jansen,K Bhurtel,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M Jansen,LV van Beek,2,2,1,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,100.0
M Jansen,Mustafizur Rahman,1,2,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,200.0
M Jansen,OC McCoy,1,6,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,600.0
M Jansen,RL Chase,5,5,0,1,3,1,0,0,0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,1.0,100.0
M Jansen,Rishad Hossain,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
M Jansen,Taskin Ahmed,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
M Levitt,AD Mathews,7,8,0,4,2,0,0,0,1,0.5714,0.2857,0.0,0.0,0.0,0.1429,0.0,1.1429,114.29
M Levitt,Karan KC,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
M Levitt,M Jansen,3,0,1,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0
M Levitt,M Theekshana,6,12,1,2,2,0,0,1,1,0.3333,0.3333,0.0,0.0,0.1667,0.1667,0.1667,2.0,200.0
M Levitt,Mustafizur Rahman,5,5,0,3,1,0,0,1,0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,1.0,100.0
M Levitt,N Thushara,10,11,0,7,1,0,0,1,1,0.7,0.1,0.0,0.0,0.1,0.1,0.0,1.1,110.0
M Levitt,Shakib Al Hasan,5,5,0,3,1,0,0,1,0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,1.0,100.0
M Levitt,Sompal Kami,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M Levitt,Tanzim Hasan Sakib,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
M Levitt,Taskin Ahmed,5,7,1,3,1,0,0,0,1,0.6,0.2,0.0,0.0,0.0,0.2,0.2,1.4,140.0
M Pathirana,A Nortje,2,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Pathirana,K Rabada,2,0,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
M Pathirana,Mustafizur Rahman,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Shumba,A Nortje,8,5,1,4,3,1,0,0,0,0.5,0.375,0.125,0.0,0.0,0.0,0.125,0.625,62.5
M Shumba,AJ Hosein,3,0,1,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0
M Shumba,BTJ Wheal,3,4,0,0,2,1,0,0,0,0.0,0.6667,0.3333,0.0,0.0,0.0,0.0,1.3333,133.33
M Shumba,C Campher,3,3,0,1,1,1,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,100.0
M Shumba,Hasan Mahmud,6,6,0,3,2,0,0,1,0,0.5,0.3333,0.0,0.0,0.1667,0.0,0.0,1.0,100.0
M Shumba,J Little,3,3,0,1,1,1,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,100.0
M Shumba,JO Holder,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
M Shumba,K Rabada,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
M Shumba,KA Maharaj,4,7,0,1,1,1,0,1,0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,1.75,175.0
M Shumba,L Ngidi,4,5,0,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1.25,125.0
M Shumba,LV van Beek,2,2,1,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,100.0
M Shumba,MA Leask,3,4,0,0,2,1,0,0,0,0.0,0.6667,0.3333,0.0,0.0,0.0,0.0,1.3333,133.33
M Shumba,MR Adair,4,4,1,1,2,1,0,0,0,0.25,0.5,0.25,0.0,0.0,0.0,0.25,1.0,100.0
M Shumba,MRJ Watt,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
M Shumba,Mosaddek Hossain,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
M Shumba,Mustafizur Rahman,2,0,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
M Shumba,OF Smith,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
M Shumba,PA van Meekeren,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Shumba,SM Sharif,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
M Shumba,Shadab Khan,4,2,1,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.5,50.0
M Shumba,Shaheen Shah Afridi,6,6,0,3,2,0,0,1,0,0.5,0.3333,0.0,0.0,0.1667,0.0,0.0,1.0,100.0
M Shumba,Simi Singh,4,6,0,1,2,0,0,1,0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,1.5,150.0
