batter,bowler,balls,runs_scored,wickets,cnt_0,cnt_1,cnt_2,cnt_3,cnt_4,cnt_6,prob_0,prob_1,prob_2,prob_3,prob_4,prob_6,prob_W,expected_runs,strike_rate
BA King,C Campher,5,11,0,1,1,1,0,2,0,0.2,0.2,0.2,0.0,0.4,0.0,0.0,2.2,220.0
BA King,C Kyewuta,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BA King,CA Soper,6,7,0,3,1,1,0,1,0,0.5,0.1667,0.1667,0.0,0.1667,0.0,0.0,1.1667,116.67
BA King,GJ Delany,10,7,0,3,7,0,0,0,0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7,70.0
BA King,J Kariko,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BA King,J Little,6,5,0,1,5,0,0,0,0,0.1667,0.8333,0.0,0.0,0.0,0.0,0.0,0.8333,83.33
BA King,J Miyaji,2,5,0,0,1,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2.5,250.0
BA King,JC Archer,4,10,0,0,2,0,0,2,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2.5,250.0
BA King,JDS Neesham,2,6,1,1,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.5,0.5,3.0,300.0
BA King,JH Davey,4,5,0,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1.25,125.0
BA King,KV Morea,10,16,0,6,0,0,0,4,0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,1.6,160.0
BA King,LH Ferguson,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
BA King,MA Leask,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BA King,MA Wood,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BA King,MR Adair,6,5,0,1,5,0,0,0,0,0.1667,0.8333,0.0,0.0,0.0,0.0,0.0,0.8333,83.33
BA King,MRJ Watt,2,0,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
BA King,RJW Topley,5,8,0,2,2,0,0,0,1,0.4,0.4,0.0,0.0,0.0,0.2,0.0,1.6,160.0
BA King,S Bau,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BA King,SM Curran,2,4,1,1,0,0,0,1,0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,2.0,200.0
BA King,SM Sharif,2,5,0,0,1,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2.5,250.0
BA King,Simi Singh,7,8,0,2,4,0,0,1,0,0.2857,0.5714,0.0,0.0,0.1429,0.0,0.0,1.1429,114.29
BA King,TA Boult,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BA King,TG Southee,5,1,0,4,1,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,20.0
BA Stokes,AD Russell,5,11,0,2,1,0,0,1,1,0.4,0.2,0.0,0.0,0.2,0.2,0.0,2.2,220.0
BA Stokes,BJ McCarthy,3,4,0,0,2,1,0,0,0,0.0,0.6667,0.3333,0.0,0.0,0.0,0.0,1.3333,133.33
BA Stokes,CAK Rajitha,5,6,0,1,2,2,0,0,0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,1.2,120.0
BA Stokes,CBRLS Kumara,5,5,0,1,3,1,0,0,0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,1.0,100.0
BA Stokes,CR Brathwaite,3,4,0,0,2,1,0,0,0,0.0,0.6667,0.3333,0.0,0.0,0.0,0.0,1.3333,133.33
BA Stokes,DJ Bravo,4,6,2,2,0,1,0,1,0,0.5,0.0,0.25,0.0,0.25,0.0,0.5,1.5,150.0
BA Stokes,DJG Sammy,3,7,0,0,1,1,0,1,0,0.0,0.3333,0.3333,0.0,0.3333,0.0,0.0,2.3333,233.33
BA Stokes,DM de Silva,12,16,0,2,7,1,1,1,0,0.1667,0.5833,0.0833,0.0833,0.0833,0.0,0.0,1.3333,133.33
BA Stokes,F Hand,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BA Stokes,Haris Rauf,15,12,0,8,4,2,0,1,0,0.5333,0.2667,0.1333,0.0,0.0667,0.0,0.0,0.8,80.0
BA Stokes,Iftikhar Ahmed,3,11,0,0,1,0,0,1,1,0.0,0.3333,0.0,0.0,0.3333,0.3333,0.0,3.6667,366.67
BA Stokes,J Little,2,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA Stokes,K Rabada,6,12,1,2,2,0,0,1,1,0.3333,0.3333,0.0,0.0,0.1667,0.1667,0.1667,2.0,200.0
BA Stokes,KIC Asalanka,3,6,0,0,2,0,0,1,0,0.0,0.6667,0.0,0.0,0.3333,0.0,0.0,2.0,200.0
BA Stokes,KJ Abbott,3,3,0,0,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BA Stokes,LH Ferguson,4,5,1,1,1,2,0,0,0,0.25,0.25,0.5,0.0,0.0,0.0,0.25,1.25,125.0
BA Stokes,M Theekshana,4,3,0,2,1,1,0,0,0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.75,75.0
BA Stokes,MR Adair,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BA Stokes,Mohammad Wasim,11,17,0,1,7,1,0,2,0,0.0909,0.6364,0.0909,0.0,0.1818,0.0,0.0,1.5455,154.55
BA Stokes,NLTC Perera,1,6,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,600.0
BA Stokes,Naseem Shah,7,1,0,6,1,0,0,0,0,0.8571,0.1429,0.0,0.0,0.0,0.0,0.0,0.1429,14.29
BA Stokes,PWH de Silva,7,6,0,2,4,1,0,0,0,0.2857,0.5714,0.1429,0.0,0.0,0.0,0.0,0.8571,85.71
BA Stokes,Shadab Khan,13,11,0,6,5,1,0,1,0,0.4615,0.3846,0.0769,0.0,0.0769,0.0,0.0,0.8462,84.62
BA Stokes,TG Southee,3,3,0,1,1,1,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,100.0
BD Glover,CBRLS Kumara,2,0,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
BD Glover,MR Adair,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BFW de Leede,A Bohara,3,6,0,0,2,0,0,1,0,0.0,0.6667,0.0,0.0,0.3333,0.0,0.0,2.0,200.0
BFW de Leede,A Nortje,12,2,2,11,0,1,0,0,0,0.9167,0.0,0.0833,0.0,0.0,0.0,0.1667,0.1667,16.67
BFW de Leede,AR Patel,8,5,1,4,3,1,0,0,0,0.5,0.375,0.125,0.0,0.0,0.0,0.125,0.625,62.5
BFW de Leede,Aayan Afzal Khan,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
BFW de Leede,B Fernando,3,4,0,1,1,0,1,0,0,0.3333,0.3333,0.0,0.3333,0.0,0.0,0.0,1.3333,133.33
BFW de Leede,B Kumar,4,0,0,4,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFW de Leede,B Muzarabani,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BFW de Leede,BM Scholtz,9,6,0,4,4,1,0,0,0,0.4444,0.4444,0.1111,0.0,0.0,0.0,0.0,0.6667,66.67
BFW de Leede,Basil Hameed,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BFW de Leede,CBRLS Kumara,6,6,1,5,0,0,0,0,1,0.8333,0.0,0.0,0.0,0.0,0.1667,0.1667,1.0,100.0
BFW de Leede,D Wiese,6,10,0,1,2,2,0,1,0,0.1667,0.3333,0.3333,0.0,0.1667,0.0,0.0,1.6667,166.67
BFW de Leede,HH Pandya,3,5,0,0,1,2,0,0,0,0.0,0.3333,0.6667,0.0,0.0,0.0,0.0,1.6667,166.67
BFW de Leede,Haris Rauf,5,0,1,5,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
BFW de Leede,J Little,7,5,1,5,1,0,0,1,0,0.7143,0.1429,0.0,0.0,0.1429,0.0,0.1429,0.7143,71.43
BFW de Leede,JJ Smit,5,4,0,1,4,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.8,80.0
BFW de Leede,JN Frylinck,5,4,0,1,4,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.8,80.0
BFW de Leede,JN Loftie-Eaton,5,6,0,2,2,0,0,1,0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,1.2,120.0
BFW de Leede,Junaid Siddique,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
BFW de Leede,K Rabada,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFW de Leede,KA Maharaj,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BFW de Leede,KP Meiyappan,5,4,1,2,2,1,0,0,0,0.4,0.4,0.2,0.0,0.0,0.0,0.2,0.8,80.0
BFW de Leede,L Ngidi,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BFW de Leede,LM Jongwe,3,5,0,1,1,0,0,1,0,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,1.6667,166.67
BFW de Leede,M Jansen,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BFW de Leede,M Pathirana,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BFW de Leede,M Theekshana,2,4,0,1,0,0,0,1,0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2.0,200.0
BFW de Leede,MR Adair,2,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFW de Leede,Mohammad Wasim,5,5,0,3,1,0,0,1,0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,1.0,100.0
BFW de Leede,Mohammed Shami,6,5,0,3,2,0,1,0,0,0.5,0.3333,0.0,0.1667,0.0,0.0,0.0,0.8333,83.33
BFW de Leede,Naseem Shah,3,0,0,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFW de Leede,OEG Baartman,5,1,0,4,1,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,20.0
BFW de Leede,PWH de Silva,6,2,2,5,0,1,0,0,0,0.8333,0.0,0.1667,0.0,0.0,0.0,0.3333,0.3333,33.33
BFW de Leede,R Ashwin,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BFW de Leede,R Ngarava,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BFW de Leede,Rishad Hossain,2,0,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
BFW de Leede,S Dhakal,4,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BFW de Leede,SC Williams,6,4,0,5,0,0,0,1,0,0.8333,0.0,0.0,0.0,0.1667,0.0,0.0,0.6667,66.67
BFW de Leede,Shaheen Shah Afridi,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
BFW de Leede,Simi Singh,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BFW de Leede,Sompal Kami,3,3,0,0,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BFW de Leede,Taskin Ahmed,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BFW de Leede,Zahoor Khan,3,1,0,2,1,0,0,0,0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,33.33
BFW de Leede,Zawar Farid,3,6,0,0,2,0,0,1,0,0.0,0.6667,0.0,0.0,0.3333,0.0,0.0,2.0,200.0
BJ McCarthy,A Zampa,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
BJ McCarthy,AR Patel,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BJ McCarthy,B Fernando,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BJ McCarthy,B Muzarabani,6,8,0,3,2,0,0,0,1,0.5,0.3333,0.0,0.0,0.0,0.1667,0.0,1.3333,133.33
BJ McCarthy,HH Pandya,5,0,0,5,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJ McCarthy,Haris Rauf,3,2,0,2,0,1,0,0,0,0.6667,0.0,0.3333,0.0,0.0,0.0,0.0,0.6667,66.67
BJ McCarthy,Imad Wasim,4,0,1,4,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
BJ McCarthy,JOA Gordon,3,2,0,2,0,1,0,0,0,0.6667,0.0,0.3333,0.0,0.0,0.0,0.0,0.6667,66.67
BJ McCarthy,JR Hazlewood,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BJ McCarthy,LH Ferguson,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BJ McCarthy,LS Livingstone,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BJ McCarthy,PJ Cummins,2,0,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
BJ McCarthy,PWH de Silva,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BJ McCarthy,R Ngarava,4,6,0,1,2,0,0,1,0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,1.5,150.0
BJ McCarthy,SM Curran,2,2,1,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,100.0
BJ McCarthy,TA Boult,3,4,0,0,2,1,0,0,0,0.0,0.6667,0.3333,0.0,0.0,0.0,0.0,1.3333,133.33
BJ McCarthy,TG Southee,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BJ McCarthy,TL Chatara,6,8,0,3,2,0,0,0,1,0.5,0.3333,0.0,0.0,0.0,0.1667,0.0,1.3333,133.33
BJ McMullen,A Zampa,9,14,1,3,4,0,0,1,1,0.3333,0.4444,0.0,0.0,0.1111,0.1111,0.1111,1.5556,155.56
BJ McMullen,AC Agar,5,14,0,1,2,0,0,0,2,0.2,0.4,0.0,0.0,0.0,0.4,0.0,2.8,280.0
BJ McMullen,Aqib Ilyas,8,17,0,2,1,2,0,3,0,0.25,0.125,0.25,0.0,0.375,0.0,0.0,2.125,212.5
BJ McMullen,Ayan Khan,2,7,0,0,1,0,0,0,1,0.0,0.5,0.0,0.0,0.0,0.5,0.0,3.5,350.0
BJ McMullen,BM Scholtz,5,8,0,0,4,0,0,1,0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,1.6,160.0
BJ McMullen,Bilal Khan,1,4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,400.0
BJ McMullen,D Wiese,5,0,0,5,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJ McMullen,GJ Maxwell,5,9,0,1,3,0,0,0,1,0.2,0.6,0.0,0.0,0.0,0.2,0.0,1.8,180.0
BJ McMullen,Kaleemullah,7,9,0,4,1,0,0,2,0,0.5714,0.1429,0.0,0.0,0.2857,0.0,0.0,1.2857,128.57
BJ McMullen,MA Starc,6,9,0,2,3,0,0,0,1,0.3333,0.5,0.0,0.0,0.0,0.1667,0.0,1.5,150.0
BJ McMullen,MG Erasmus,5,8,1,1,2,1,0,1,0,0.2,0.4,0.2,0.0,0.2,0.0,0.2,1.6,160.0
BJ McMullen,Mehran Khan,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BJ McMullen,NT Ellis,9,14,0,3,4,0,0,1,1,0.3333,0.4444,0.0,0.0,0.1111,0.1111,0.0,1.5556,155.56
BJ McMullen,Shakeel Ahmed,3,5,0,1,1,0,0,1,0,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,1.6667,166.67
BJ McMullen,T Lungameni,2,3,0,1,0,0,1,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.5,150.0
BJ McMullen,Zeeshan Maqsood,9,18,0,3,2,1,0,2,1,0.3333,0.2222,0.1111,0.0,0.2222,0.1111,0.0,2.0,200.0
BKG Mendis,A Dutt,3,2,1,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.3333,0.6667,66.67
BKG Mendis,A Nortje,8,4,1,5,2,1,0,0,0,0.625,0.25,0.125,0.0,0.0,0.0,0.125,0.5,50.0
BKG Mendis,Aayan Afzal Khan,2,3,0,0,1,1,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,150.0
BKG Mendis,Aryan Lakra,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BKG Mendis,BA Stokes,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BKG Mendis,BFW de Leede,9,23,0,0,4,1,1,2,1,0.0,0.4444,0.1111,0.1111,0.2222,0.1111,0.0,2.5556,255.56
BKG Mendis,BJ McCarthy,4,7,0,0,2,1,1,0,0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,1.75,175.0
BKG Mendis,C Campher,5,7,0,2,1,1,0,1,0,0.4,0.2,0.2,0.0,0.2,0.0,0.0,1.4,140.0
BKG Mendis,CR Woakes,8,7,1,4,3,0,0,1,0,0.5,0.375,0.0,0.0,0.125,0.0,0.125,0.875,87.5
BKG Mendis,D Wiese,4,4,1,2,0,2,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.25,1.0,100.0
BKG Mendis,FJ Klaassen,9,21,0,2,3,1,0,1,2,0.2222,0.3333,0.1111,0.0,0.1111,0.2222,0.0,2.3333,233.33
BKG Mendis,GJ Delany,10,14,0,2,6,0,0,2,0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,1.4,140.0
BKG Mendis,J Little,11,18,0,4,4,0,0,2,1,0.3636,0.3636,0.0,0.0,0.1818,0.0909,0.0,1.6364,163.64
BKG Mendis,JR Hazlewood,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BKG Mendis,Junaid Siddique,4,3,0,2,1,1,0,0,0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.75,75.0
BKG Mendis,K Rabada,6,6,0,3,2,0,0,1,0,0.5,0.3333,0.0,0.0,0.1667,0.0,0.0,1.0,100.0
BKG Mendis,KA Maharaj,4,4,0,0,4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BKG Mendis,Kashif Daud,4,10,0,0,2,0,0,2,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2.5,250.0
BKG Mendis,LV van Beek,5,5,0,2,1,2,0,0,0,0.4,0.2,0.4,0.0,0.0,0.0,0.0,1.0,100.0
BKG Mendis,M Jansen,6,3,0,4,1,1,0,0,0,0.6667,0.1667,0.1667,0.0,0.0,0.0,0.0,0.5,50.0
BKG Mendis,MA Wood,4,10,0,1,1,0,1,0,1,0.25,0.25,0.0,0.25,0.0,0.25,0.0,2.5,250.0
BKG Mendis,MG Erasmus,2,2,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BKG Mendis,MR Adair,5,5,0,1,3,1,0,0,0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,1.0,100.0
BKG Mendis,OEG Baartman,6,2,0,5,0,1,0,0,0,0.8333,0.0,0.1667,0.0,0.0,0.0,0.0,0.3333,33.33
BKG Mendis,PA van Meekeren,11,17,0,2,6,0,1,2,0,0.1818,0.5455,0.0,0.0909,0.1818,0.0,0.0,1.5455,154.55
BKG Mendis,PJ Cummins,5,4,1,4,0,0,0,1,0,0.8,0.0,0.0,0.0,0.2,0.0,0.2,0.8,80.0
BKG Mendis,RE van der Merwe,10,9,0,6,1,2,0,1,0,0.6,0.1,0.2,0.0,0.1,0.0,0.0,0.9,90.0
BKG Mendis,Shakib Al Hasan,3,2,0,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667,66.67
BKG Mendis,Simi Singh,8,17,0,2,3,1,0,0,2,0.25,0.375,0.125,0.0,0.0,0.25,0.0,2.125,212.5
BKG Mendis,T van der Gugten,7,14,1,2,2,1,0,1,1,0.2857,0.2857,0.1429,0.0,0.1429,0.1429,0.1429,2.0,200.0
BKG Mendis,TA Boult,3,4,1,2,0,0,0,1,0,0.6667,0.0,0.0,0.0,0.3333,0.0,0.3333,1.3333,133.33
BKG Mendis,TJG Pringle,14,22,0,2,8,2,0,1,1,0.1429,0.5714,0.1429,0.0,0.0714,0.0714,0.0,1.5714,157.14
BKG Mendis,Tanzim Hasan Sakib,2,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKG Mendis,Taskin Ahmed,3,8,1,1,0,0,0,2,0,0.3333,0.0,0.0,0.0,0.6667,0.0,0.3333,2.6667,266.67
BKG Mendis,VJ Kingma,5,12,0,1,1,0,1,2,0,0.2,0.2,0.0,0.2,0.4,0.0,0.0,2.4,240.0
BKG Mendis,Zahoor Khan,2,2,0,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,100.0
BM Scholtz,A Zampa,2,0,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
BM Scholtz,BJ Currie,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BM Scholtz,BTJ Wheal,3,5,0,0,1,2,0,0,0,0.0,0.3333,0.6667,0.0,0.0,0.0,0.0,1.6667,166.67
BM Scholtz,CBRLS Kumara,2,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BM Scholtz,Waseem Muhammad,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
BN Cooper,M Theekshana,2,1,1,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,50.0
BN Cooper,Mashrafe Mortaza,7,8,0,3,2,1,0,1,0,0.4286,0.2857,0.1429,0.0,0.1429,0.0,0.0,1.1429,114.29
BN Cooper,Nasir Hossain,5,10,0,1,2,0,0,2,0,0.2,0.4,0.0,0.0,0.4,0.0,0.0,2.0,200.0
BN Cooper,PR Stirling,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BN Cooper,PVD Chameera,6,8,0,4,0,0,0,2,0,0.6667,0.0,0.0,0.0,0.3333,0.0,0.0,1.3333,133.33
BN Cooper,Shakib Al Hasan,3,2,1,1,2,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.3333,0.6667,66.67
BTJ Wheal,JJ Bumrah,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BTJ Wheal,Mohammed Shami,2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,50.0
BTJ Wheal,Mustafizur Rahman,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
Babar Azam,A Nortje,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
Babar Azam,A Zampa,8,3,1,5,3,0,0,0,0,0.625,0.375,0.0,0.0,0.0,0.0,0.125,0.375,37.5
Babar Azam,AU Rashid,5,6,1,1,2,2,0,0,0,0.2,0.4,0.4,0.0,0.0,0.0,0.2,1.2,120.0
Babar Azam,Ali Khan,4,3,0,1,3,0,0,0,0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.75,75.0
Babar Azam,Arshdeep Singh,2,3,1,1,0,0,1,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.5,150.0
Babar Azam,B Evans,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Babar Azam,B Kumar,6,6,0,2,2,2,0,0,0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,100.0
Babar Azam,B Muzarabani,2,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babar Azam,B Shikongo,6,10,0,0,4,1,0,1,0,0.0,0.6667,0.1667,0.0,0.1667,0.0,0.0,1.6667,166.67
Babar Azam,B White,5,8,0,1,2,1,0,1,0,0.2,0.4,0.2,0.0,0.2,0.0,0.0,1.6,160.0
Babar Azam,BA Stokes,4,5,0,1,2,0,1,0,0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,1.25,125.0
Babar Azam,BJ McCarthy,8,5,0,4,3,1,0,0,0,0.5,0.375,0.125,0.0,0.0,0.0,0.0,0.625,62.5
Babar Azam,BTJ Wheal,5,9,0,0,3,1,0,1,0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,1.8,180.0
Babar Azam,C Campher,9,6,0,4,4,1,0,0,0,0.4444,0.4444,0.1111,0.0,0.0,0.0,0.0,0.6667,66.67
Babar Azam,CJ Jordan,3,5,0,1,1,0,0,1,0,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,1.6667,166.67
Babar Azam,CN Greaves,5,8,1,1,2,1,0,1,0,0.2,0.4,0.2,0.0,0.2,0.0,0.2,1.6,160.0
Babar Azam,CR Woakes,9,11,0,3,4,0,1,1,0,0.3333,0.4444,0.0,0.1111,0.1111,0.0,0.0,1.2222,122.22
Babar Azam,CV Varun,13,17,0,4,7,0,0,1,1,0.3077,0.5385,0.0,0.0,0.0769,0.0769,0.0,1.3077,130.77
Babar Azam,D Heyliger,12,5,1,8,3,1,0,0,0,0.6667,0.25,0.0833,0.0,0.0,0.0,0.0833,0.4167,41.67
Babar Azam,D Wiese,12,14,1,7,1,1,1,2,0,0.5833,0.0833,0.0833,0.0833,0.1667,0.0,0.0833,1.1667,116.67
Babar Azam,Ebadat Hossain,5,5,0,2,1,2,0,0,0,0.4,0.2,0.4,0.0,0.0,0.0,0.0,1.0,100.0
