batter,bowler,balls_with_commentary,avg_sentiment_score,boundary_pct,dot_pct,dominant_pct,controlled_pct,mistimed_pct,beaten_pct,defensive_pct,pressure_index
DJ Hooda,A Nortje,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DJ Hooda,L Ngidi,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DJ Malan,A Nortje,4,-0.125,0.0,0.75,0.0,0.25,0.0,0.25,0.5,0.25
DJ Malan,A Zampa,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
DJ Malan,AF Milne,9,0.1111,0.0,0.3333,0.0,0.6667,0.0,0.2222,0.1111,0.2222
DJ Malan,AK Markram,4,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25
DJ Malan,BJ McCarthy,6,-0.1667,0.0,0.5,0.0,0.3333,0.3333,0.1667,0.1667,0.5
DJ Malan,D Pretorius,3,-0.1667,0.0,0.6667,0.0,0.3333,0.0,0.3333,0.3333,0.3333
DJ Malan,F Hand,4,-0.25,0.0,0.75,0.0,0.25,0.25,0.25,0.25,0.5
DJ Malan,GD Phillips,2,-0.25,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
DJ Malan,GH Dockrell,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DJ Malan,GJ Delany,5,0.5,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0
DJ Malan,IS Sodhi,8,0.25,0.0,0.25,0.0,0.75,0.25,0.0,0.0,0.25
DJ Malan,J Little,7,0.0714,0.0,0.5714,0.0,0.2857,0.1429,0.0,0.5714,0.1429
DJ Malan,JDS Neesham,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Malan,K Rabada,4,0.5,0.25,0.25,0.25,0.5,0.0,0.0,0.25,-0.25
DJ Malan,LH Ferguson,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Malan,M Theekshana,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Malan,MA Starc,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Malan,MJ Santner,1,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
DJ Malan,MR Adair,9,0.2222,0.0,0.5556,0.0,0.4444,0.0,0.0,0.5556,0.0
DJ Malan,Mahedi Hasan,5,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0
DJ Malan,Mustafizur Rahman,5,0.3,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.0
DJ Malan,Nasum Ahmed,6,0.5,0.3333,0.0,0.3333,0.5,0.1667,0.0,0.0,-0.1667
DJ Malan,PVD Chameera,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DJ Malan,PWH de Silva,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Malan,Shakib Al Hasan,4,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25
DJ Malan,Shoriful Islam,5,0.2,0.0,0.6,0.0,0.4,0.0,0.0,0.6,0.0
DJ Malan,T Shamsi,7,0.2143,0.0,0.2857,0.0,0.7143,0.0,0.1429,0.1429,0.1429
DJ Malan,TA Boult,2,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,AC Evans,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,AJ Hosein,4,0.125,0.0,0.75,0.0,0.25,0.0,0.0,0.75,0.0
DJ Mitchell,AS Joseph,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,AU Rashid,9,0.1667,0.0,0.4444,0.0,0.5556,0.0,0.1111,0.3333,0.1111
DJ Mitchell,BJ McCarthy,3,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,BM Scholtz,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,BTJ Wheal,5,0.5,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,C Karunaratne,4,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,CAK Rajitha,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,CBRLS Kumara,3,0.0,0.0,0.3333,0.0,0.3333,0.3333,0.0,0.3333,0.3333
DJ Mitchell,CJ Jordan,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,CR Woakes,11,0.3182,0.0909,0.2727,0.0909,0.5455,0.0909,0.0,0.2727,0.0
DJ Mitchell,CV Varun,9,0.1667,0.0,0.4444,0.0,0.5556,0.0,0.1111,0.3333,0.1111
DJ Mitchell,D Wiese,4,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,DM de Silva,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,G Motie,5,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0
DJ Mitchell,GJ Delany,4,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,GJ Maxwell,3,0.6667,0.3333,0.0,0.3333,0.6667,0.0,0.0,0.0,-0.3333
DJ Mitchell,HH Pandya,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,Haris Rauf,8,0.4375,0.0,0.125,0.125,0.75,0.125,0.0,0.0,0.0
DJ Mitchell,Hasan Ali,3,0.0,0.0,0.3333,0.0,0.3333,0.3333,0.0,0.3333,0.3333
DJ Mitchell,Imad Wasim,7,0.3571,0.0,0.2857,0.0,0.7143,0.0,0.0,0.2857,0.0
DJ Mitchell,J Little,4,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,JJ Bumrah,6,0.0,0.0,0.6667,0.0,0.1667,0.1667,0.0,0.6667,0.1667
DJ Mitchell,JJ Smit,3,0.5,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.3333,-0.3333
DJ Mitchell,JR Hazlewood,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DJ Mitchell,KV Morea,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,LS Livingstone,7,0.2857,0.0,0.4286,0.0,0.5714,0.0,0.0,0.4286,0.0
DJ Mitchell,M Theekshana,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DJ Mitchell,MA Starc,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,MA Wood,16,0.1875,0.0,0.375,0.0,0.5625,0.0625,0.0625,0.3125,0.125
DJ Mitchell,MR Adair,8,0.4375,0.0,0.25,0.0,0.875,0.0,0.0,0.125,0.0
DJ Mitchell,Mohammad Nawaz,3,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,Mohammad Wasim,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,Mohammed Shami,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DJ Mitchell,N Vanua,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJ Mitchell,Naseem Shah,9,0.3333,0.0,0.2222,0.0,0.8889,0.0,0.1111,0.0,0.1111
DJ Mitchell,PWH de Silva,10,0.4,0.0,0.3,0.0,0.8,0.0,0.0,0.2,0.0
DJ Mitchell,R Trumpelmann,4,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,RA Jadeja,5,0.3,0.0,0.6,0.0,0.6,0.0,0.0,0.4,0.0
DJ Mitchell,SI Kamea,9,0.5,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.3333,-0.3333
DJ Mitchell,SM Sharif,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DJ Mitchell,SN Thakur,4,0.25,0.25,0.75,0.25,0.0,0.0,0.0,0.75,-0.25
DJ Mitchell,Shadab Khan,9,0.3333,0.0,0.3333,0.1111,0.6667,0.0,0.1111,0.1111,0.0
DJ Mitchell,Shaheen Shah Afridi,6,0.0833,0.0,0.5,0.0,0.5,0.0,0.1667,0.3333,0.1667
DM Nakrani,A Vala,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DM Nakrani,AJ Hosein,1,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
DM Nakrani,CA Soper,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DM Nakrani,LH Ferguson,6,0.0,0.0,0.6667,0.0,0.3333,0.0,0.1667,0.5,0.1667
DM Nakrani,MJ Santner,5,0.0,0.0,0.6,0.0,0.4,0.0,0.2,0.4,0.2
DM Nakrani,R Ravindra,2,-0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5
DM de Silva,A Dutt,4,0.375,0.0,0.5,0.0,0.75,0.0,0.0,0.25,0.0
DM de Silva,AC Agar,3,0.5,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,AU Rashid,6,0.0,0.0,0.3333,0.0,0.5,0.1667,0.1667,0.1667,0.3333
DM de Silva,Aryan Lakra,6,0.4167,0.0,0.1667,0.0,0.8333,0.0,0.0,0.1667,0.0
DM de Silva,BFW de Leede,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DM de Silva,BJ McCarthy,4,-0.25,0.25,0.75,0.25,0.0,0.0,0.5,0.25,0.25
DM de Silva,BM Scholtz,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DM de Silva,Basil Hameed,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5
DM de Silva,C Campher,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,D Wiese,3,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,GJ Delany,4,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.5,0.25
DM de Silva,J Little,4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5
DM de Silva,JJ Smit,3,-0.1667,0.0,0.6667,0.0,0.3333,0.0,0.3333,0.3333,0.3333
DM de Silva,JN Frylinck,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,JR Hazlewood,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,Junaid Siddique,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
DM de Silva,KP Meiyappan,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,LS Livingstone,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DM de Silva,LV van Beek,4,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DM de Silva,MA Starc,4,0.375,0.0,0.5,0.0,0.75,0.0,0.0,0.25,0.0
DM de Silva,MP Stoinis,7,0.5,0.0,0.2857,0.1429,0.7143,0.0,0.0,0.1429,-0.1429
DM de Silva,MR Adair,7,0.2857,0.1429,0.1429,0.1429,0.5714,0.0,0.1429,0.1429,0.0
DM de Silva,Mahmudullah,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,Mustafizur Rahman,8,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DM de Silva,PA van Meekeren,5,0.2,0.0,0.4,0.0,0.8,0.0,0.2,0.0,0.2
DM de Silva,PJ Cummins,3,0.1667,0.0,0.6667,0.0,0.3333,0.0,0.0,0.6667,0.0
DM de Silva,Rishad Hossain,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
DM de Silva,SM Curran,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,Shakib Al Hasan,3,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,Simi Singh,3,0.0,0.0,0.3333,0.0,0.3333,0.3333,0.0,0.3333,0.3333
DM de Silva,TA Boult,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DM de Silva,TG Southee,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DM de Silva,TJG Pringle,8,0.1875,0.125,0.25,0.0,0.625,0.25,0.0,0.125,0.25
DM de Silva,Tanzim Hasan Sakib,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM de Silva,Taskin Ahmed,6,0.0,0.0,0.5,0.0,0.5,0.1667,0.1667,0.1667,0.3333
DM de Silva,Zahoor Khan,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DP Conway,A Nao,9,0.2222,0.1111,0.6667,0.1111,0.2222,0.0,0.0,0.6667,-0.1111
DP Conway,A Vala,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DP Conway,A Zampa,13,0.3077,0.0,0.2308,0.0,0.6923,0.0769,0.0,0.2308,0.0769
DP Conway,AC Evans,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DP Conway,AJ Hosein,6,0.1667,0.0,0.5,0.0,0.5,0.1667,0.0,0.3333,0.1667
DP Conway,AU Rashid,8,0.25,0.125,0.125,0.125,0.625,0.125,0.125,0.0,0.125
DP Conway,BJ McCarthy,6,0.0,0.0,0.5,0.0,0.6667,0.0,0.3333,0.0,0.3333
DP Conway,BM Scholtz,4,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25
DP Conway,C Kyewuta,5,0.4,0.0,0.4,0.0,0.8,0.0,0.0,0.2,0.0
DP Conway,CA Soper,5,0.5,0.4,0.4,0.4,0.2,0.0,0.0,0.4,-0.4
DP Conway,CAK Rajitha,1,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
DP Conway,CJ Jordan,6,0.1667,0.1667,0.8333,0.1667,0.0,0.0,0.0,0.8333,-0.1667
DP Conway,CJA Amini,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
DP Conway,CR Woakes,6,0.25,0.0,0.6667,0.0,0.5,0.0,0.0,0.5,0.0
DP Conway,F Hand,6,0.5,0.1667,0.1667,0.1667,0.6667,0.0,0.0,0.1667,-0.1667
DP Conway,GH Dockrell,4,-0.125,0.0,1.0,0.0,0.25,0.5,0.0,0.25,0.5
DP Conway,GJ Delany,5,0.1,0.0,0.4,0.0,0.4,0.2,0.0,0.4,0.2
DP Conway,HH Pandya,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DP Conway,Haris Rauf,7,0.4286,0.0,0.1429,0.0,0.8571,0.0,0.0,0.1429,0.0
DP Conway,Hasan Ali,5,0.5,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0
DP Conway,J Little,5,0.3,0.0,0.6,0.0,0.6,0.0,0.0,0.4,0.0
DP Conway,J Miyaji,5,0.4,0.2,0.4,0.2,0.4,0.0,0.0,0.4,-0.2
DP Conway,JJ Bumrah,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DP Conway,JN Loftie-Eaton,5,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0
DP Conway,JR Hazlewood,6,0.5,0.1667,0.0,0.1667,0.6667,0.0,0.0,0.1667,-0.1667
DP Conway,K Birkenstock,6,0.0,0.0,0.3333,0.0,0.5,0.1667,0.1667,0.1667,0.3333
DP Conway,KV Morea,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DP Conway,LS Livingstone,11,0.1364,0.0,0.5455,0.0,0.4545,0.0,0.0909,0.4545,0.0909
DP Conway,M Theekshana,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DP Conway,MA Starc,12,0.2917,0.0833,0.1667,0.0,0.75,0.0,0.0833,0.1667,0.0833
DP Conway,MA Wood,6,0.1667,0.0,0.3333,0.0,0.6667,0.0,0.1667,0.1667,0.1667
DP Conway,MG Erasmus,2,-0.25,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5
DP Conway,MM Ali,4,0.125,0.0,0.75,0.0,0.25,0.0,0.0,0.75,0.0
DP Conway,MP Stoinis,13,0.4231,0.0,0.1538,0.0,0.8462,0.0,0.0,0.1538,0.0
DP Conway,MR Adair,5,0.0,0.0,0.6,0.0,0.4,0.0,0.2,0.4,0.2
DP Conway,Mohammad Hafeez,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DP Conway,Mohammad Wasim,3,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DP Conway,Naseem Shah,4,0.125,0.0,1.0,0.0,0.25,0.0,0.0,0.75,0.0
DP Conway,PJ Cummins,7,0.3571,0.0,0.4286,0.0,0.7143,0.0,0.0,0.2857,0.0
DP Conway,R Shepherd,2,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
DP Conway,Riazat Ali Shah,2,-0.25,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5
DP Conway,SI Kamea,5,-0.1,0.0,0.8,0.0,0.2,0.0,0.2,0.6,0.2
DP Conway,SM Sharif,2,-0.25,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5
DP Conway,SN Thakur,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DP Conway,Shadab Khan,7,0.2143,0.1429,0.5714,0.1429,0.4286,0.0,0.1429,0.2857,0.0
DP Conway,Shaheen Shah Afridi,8,0.3125,0.0,0.375,0.0,0.625,0.0,0.0,0.375,0.0
DS Airee,AK Markram,3,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DS Airee,BFW de Leede,3,0.1667,0.0,1.0,0.0,0.3333,0.0,0.0,0.6667,0.0
DS Airee,M Jansen,4,-0.125,0.0,0.75,0.0,0.0,0.25,0.0,0.75,0.25
DS Airee,Mahmudullah,3,0.1667,0.0,0.6667,0.0,0.3333,0.0,0.0,0.6667,0.0
DS Airee,Mustafizur Rahman,8,-0.25,0.0,0.75,0.0,0.125,0.125,0.25,0.5,0.375
DS Airee,OEG Baartman,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DS Airee,PA van Meekeren,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
DS Airee,Rishad Hossain,6,0.0833,0.0,1.0,0.0,0.1667,0.0,0.0,0.8333,0.0
DS Airee,Shakib Al Hasan,6,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
DS Airee,Taskin Ahmed,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
DS Bajwa,Ali Khan,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DS Bajwa,BJ McCarthy,6,0.0,0.0,0.6667,0.0,0.3333,0.0,0.1667,0.5,0.1667
DS Bajwa,CA Young,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DS Bajwa,CJ Anderson,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
E Lewis,A Nortje,4,-0.125,0.0,0.75,0.0,0.0,0.25,0.0,0.75,0.25
E Lewis,A Zampa,3,-0.5,0.0,0.6667,0.0,0.3333,0.0,0.6667,0.0,0.6667
E Lewis,AK Markram,14,0.0,0.1429,0.7143,0.1429,0.0714,0.2143,0.0714,0.5,0.1429
E Lewis,B Muzarabani,5,0.2,0.0,0.8,0.0,0.4,0.0,0.0,0.6,0.0
E Lewis,BJ McCarthy,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
E Lewis,BTJ Wheal,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
E Lewis,C Campher,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E Lewis,CR Woakes,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
E Lewis,GJ Delany,4,0.125,0.0,0.25,0.0,0.75,0.0,0.25,0.0,0.25
E Lewis,GJ Maxwell,4,0.5,0.25,0.5,0.25,0.5,0.0,0.0,0.25,-0.25
E Lewis,J Little,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
E Lewis,JH Davey,3,0.0,0.0,0.6667,0.0,0.3333,0.3333,0.0,0.3333,0.3333
E Lewis,JR Hazlewood,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E Lewis,K Rabada,4,0.125,0.25,0.5,0.25,0.25,0.0,0.25,0.25,0.0
E Lewis,KA Maharaj,6,0.0833,0.1667,0.5,0.1667,0.1667,0.3333,0.0,0.3333,0.1667
E Lewis,M Theekshana,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
E Lewis,MA Starc,1,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
E Lewis,MM Ali,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
E Lewis,MR Adair,4,0.125,0.0,0.75,0.0,0.25,0.0,0.0,0.75,0.0
E Lewis,MR Marsh,7,-0.0714,0.0,0.5714,0.0,0.4286,0.0,0.2857,0.2857,0.2857
E Lewis,MRJ Watt,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
E Lewis,Mahedi Hasan,2,-0.25,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
E Lewis,Mustafizur Rahman,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
E Lewis,PJ Cummins,4,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
E Lewis,RP Burl,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
E Lewis,SM Sharif,3,0.3333,0.0,0.6667,0.0,0.6667,0.0,0.0,0.3333,0.0
E Lewis,Sikandar Raza,4,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E Lewis,T Shamsi,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
E Lewis,TL Chatara,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
E Lewis,Taskin Ahmed,4,0.0,0.25,0.75,0.25,0.0,0.0,0.25,0.5,0.0
EJG Morgan,A Nortje,3,0.1667,0.0,0.6667,0.0,0.3333,0.0,0.0,0.6667,0.0
EJG Morgan,AJ Hosein,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
EJG Morgan,C Karunaratne,3,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,0.3333,0.0
EJG Morgan,CBRLS Kumara,9,0.3333,0.1111,0.6667,0.1111,0.4444,0.0,0.0,0.4444,-0.1111
EJG Morgan,D Pretorius,4,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25
EJG Morgan,JDS Neesham,2,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
EJG Morgan,M Theekshana,9,0.2778,0.0,0.5556,0.0,0.5556,0.0,0.0,0.4444,0.0
EJG Morgan,MD Shanaka,5,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0
EJG Morgan,OC McCoy,3,-0.1667,0.0,0.6667,0.0,0.3333,0.0,0.3333,0.3333,0.3333
EJG Morgan,PVD Chameera,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EJG Morgan,PWH de Silva,4,0.375,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0
F Achelam,LH Ferguson,3,-0.5,0.0,0.6667,0.0,0.3333,0.0,0.6667,0.0,0.6667
F Achelam,R Ravindra,5,0.3,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.0
F Achelam,TA Boult,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
F Achelam,TG Southee,2,-0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5
F Hand,A Zampa,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
F Hand,PJ Cummins,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
F Hand,SM Curran,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F Hand,TG Southee,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F Nsubuga,AS Joseph,3,-0.1667,0.0,1.0,0.0,0.3333,0.0,0.3333,0.3333,0.3333
FH Allen,AD Russell,4,0.125,0.0,0.75,0.0,0.25,0.0,0.0,0.75,0.0
FH Allen,AJ Hosein,8,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
FH Allen,AS Joseph,3,-0.1667,0.0,0.6667,0.0,0.3333,0.0,0.3333,0.3333,0.3333
FH Allen,AU Rashid,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FH Allen,BJ McCarthy,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FH Allen,C Kyewuta,7,0.1429,0.0,0.5714,0.0,0.5714,0.0,0.1429,0.2857,0.1429
FH Allen,CR Woakes,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FH Allen,GJ Delany,2,0.25,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0
FH Allen,J Little,6,0.0833,0.0,0.6667,0.0,0.5,0.0,0.1667,0.3333,0.1667
FH Allen,J Miyaji,7,0.0,0.0,0.7143,0.0,0.2857,0.0,0.1429,0.5714,0.1429
FH Allen,JR Hazlewood,2,0.25,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0
FH Allen,KV Morea,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
FH Allen,M Theekshana,2,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
FH Allen,MA Starc,4,0.25,0.25,0.75,0.25,0.0,0.0,0.0,0.75,-0.25
FH Allen,MM Ali,2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FH Allen,MP Stoinis,2,0.75,0.5,0.0,0.5,0.5,0.0,0.0,0.0,-0.5
FH Allen,MR Adair,2,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0
FH Allen,PJ Cummins,4,0.625,0.5,0.25,0.5,0.25,0.0,0.0,0.25,-0.5
FH Allen,R Shepherd,3,-0.5,0.0,0.6667,0.0,0.3333,0.0,0.6667,0.0,0.6667
FH Allen,Riazat Ali Shah,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
FH Allen,SM Curran,3,0.1667,0.0,0.6667,0.0,0.3333,0.0,0.0,0.6667,0.0
FH Allen,Shaheen Shah Afridi,2,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0
FJ Klaassen,CBRLS Kumara,3,0.1667,0.0,0.6667,0.0,0.3333,0.0,0.0,0.6667,0.0
FJ Klaassen,Mustafizur Rahman,2,-0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5
FJ Klaassen,PWH de Silva,6,0.25,0.0,0.6667,0.0,0.5,0.0,0.0,0.5,0.0
FJ Klaassen,Soumya Sarkar,4,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FJ Klaassen,Taskin Ahmed,1,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fakhar Zaman,A Zampa,5,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0
