batter,bowler,shot_type,region,count,pct_of_balls
A Balbirnie,AJ Hosein,unknown,mid-on,1,0.5
A Balbirnie,AJ Hosein,unknown,point,1,0.5
A Balbirnie,AS Joseph,drive,point,1,0.5
A Balbirnie,AS Joseph,unknown,mid-wicket,1,0.5
A Balbirnie,AU Rashid,drive,long-off,3,0.25
A Balbirnie,AU Rashid,cut,unknown,1,0.0833
A Balbirnie,AU Rashid,drive,long-on,1,0.0833
A Balbirnie,AU Rashid,drive,point,1,0.0833
A Balbirnie,AU Rashid,flick,long-on,1,0.0833
A Balbirnie,AU Rashid,flick,mid-wicket,1,0.0833
A Balbirnie,AU Rashid,unknown,cover,1,0.0833
A Balbirnie,Arshdeep Singh,flick,unknown,1,0.3333
A Balbirnie,B Fernando,drive,mid-off,1,0.25
A Balbirnie,B Fernando,unknown,cover,1,0.25
A Balbirnie,BA Stokes,drive,unknown,1,0.1667
A Balbirnie,BA Stokes,unknown,point,1,0.1667
A Balbirnie,BA Stokes,unknown,third man,1,0.1667
A Balbirnie,BD Glover,unknown,point,1,1.0
A Balbirnie,BM Scholtz,sweep,cover,1,0.2
A Balbirnie,BM Scholtz,unknown,cover,1,0.2
A Balbirnie,BM Scholtz,unknown,long-off,1,0.2
A Balbirnie,BM Scholtz,unknown,square leg,1,0.2
A Balbirnie,BTJ Wheal,pull,unknown,1,0.25
A Balbirnie,BTJ Wheal,unknown,mid-wicket,1,0.25
A Balbirnie,C Karunaratne,unknown,cover,2,0.2857
A Balbirnie,C Karunaratne,drive,cover,1,0.1429
A Balbirnie,C Karunaratne,pull,mid-wicket,1,0.1429
A Balbirnie,C Karunaratne,sweep,unknown,1,0.1429
A Balbirnie,C Karunaratne,unknown,mid-off,1,0.1429
A Balbirnie,C Karunaratne,unknown,square leg,1,0.1429
A Balbirnie,CBRLS Kumara,unknown,third man,2,0.2222
A Balbirnie,CBRLS Kumara,cut,unknown,1,0.1111
A Balbirnie,CBRLS Kumara,unknown,cover,1,0.1111
A Balbirnie,CBRLS Kumara,unknown,long-on,1,0.1111
A Balbirnie,CR Woakes,unknown,mid-wicket,2,0.2857
A Balbirnie,CR Woakes,drive,cover,1,0.1429
A Balbirnie,CR Woakes,unknown,mid-on,1,0.1429
A Balbirnie,FJ Klaassen,drive,cover,1,0.3333
A Balbirnie,FJ Klaassen,unknown,mid-off,1,0.3333
A Balbirnie,HN Ya France,unknown,mid-wicket,3,0.5
A Balbirnie,HN Ya France,unknown,point,1,0.1667
A Balbirnie,IS Sodhi,cut,unknown,1,0.2
A Balbirnie,IS Sodhi,unknown,cover,1,0.2
A Balbirnie,JH Davey,unknown,cover,1,0.3333
A Balbirnie,JJ Smit,cut,unknown,1,0.3333
A Balbirnie,JJ Smit,sweep,cover,1,0.3333
A Balbirnie,JJ Smit,unknown,cover,1,0.3333
A Balbirnie,JN Frylinck,sweep,cover,1,0.2
A Balbirnie,JN Frylinck,sweep,unknown,1,0.2
A Balbirnie,JN Frylinck,unknown,cover,1,0.2
A Balbirnie,JN Frylinck,unknown,long-on,1,0.2
A Balbirnie,JO Holder,unknown,long-on,1,0.3333
A Balbirnie,JO Holder,unknown,mid-off,1,0.3333
A Balbirnie,JO Holder,unknown,mid-wicket,1,0.3333
A Balbirnie,JOA Gordon,unknown,third man,2,0.2222
A Balbirnie,JOA Gordon,defend,unknown,1,0.1111
A Balbirnie,JOA Gordon,pull,unknown,1,0.1111
A Balbirnie,JOA Gordon,unknown,square leg,1,0.1111
A Balbirnie,JR Hazlewood,unknown,cover,2,0.5
A Balbirnie,JR Hazlewood,unknown,point,1,0.25
A Balbirnie,Junaid Siddiqui,drive,cover,1,0.2
A Balbirnie,Junaid Siddiqui,unknown,fine leg,1,0.2
A Balbirnie,Junaid Siddiqui,unknown,long-on,1,0.2
A Balbirnie,Kaleem Sana,drive,point,1,0.25
A Balbirnie,Kaleem Sana,drive,unknown,1,0.25
A Balbirnie,LH Ferguson,unknown,third man,2,0.2857
A Balbirnie,LH Ferguson,slog,unknown,1,0.1429
A Balbirnie,LH Ferguson,unknown,cover,1,0.1429
A Balbirnie,LH Ferguson,unknown,mid-off,1,0.1429
A Balbirnie,LS Livingstone,sweep,cover,2,0.5
A Balbirnie,LS Livingstone,sweep,square leg,1,0.25
A Balbirnie,M Theekshana,unknown,cover,3,0.4286
A Balbirnie,M Theekshana,drive,cover,1,0.1429
A Balbirnie,M Theekshana,pull,unknown,1,0.1429
A Balbirnie,MA Wood,defend,unknown,1,0.1429
A Balbirnie,MA Wood,unknown,point,1,0.1429
A Balbirnie,MJ Santner,drive,unknown,1,0.3333
A Balbirnie,MJ Santner,pull,unknown,1,0.3333
A Balbirnie,MRJ Watt,drive,unknown,1,0.25
A Balbirnie,MRJ Watt,unknown,cover,1,0.25
A Balbirnie,MRJ Watt,unknown,mid-wicket,1,0.25
A Balbirnie,Mohammed Siraj,unknown,point,1,0.2
A Balbirnie,OC McCoy,unknown,cover,2,0.3333
A Balbirnie,OC McCoy,drive,mid-off,1,0.1667
A Balbirnie,OF Smith,drive,unknown,1,0.2
A Balbirnie,OF Smith,unknown,cover,1,0.2
A Balbirnie,PJ Cummins,unknown,cover,1,1.0
A Balbirnie,PVD Chameera,cut,unknown,1,0.2
A Balbirnie,PVD Chameera,unknown,fine leg,1,0.2
A Balbirnie,PWH de Silva,drive,cover,1,0.1111
A Balbirnie,PWH de Silva,drive,long-on,1,0.1111
A Balbirnie,PWH de Silva,unknown,cover,1,0.1111
A Balbirnie,PWH de Silva,unknown,mid-wicket,1,0.1111
A Balbirnie,R Ngarava,unknown,point,2,0.6667
A Balbirnie,R Ngarava,pull,unknown,1,0.3333
A Balbirnie,R Trumpelmann,slog,mid-wicket,1,0.25
A Balbirnie,Shaheen Shah Afridi,drive,unknown,1,0.5
A Balbirnie,TA Boult,defend,mid-wicket,1,0.3333
A Balbirnie,TA Boult,unknown,mid-on,1,0.3333
A Balbirnie,TG Southee,defend,cover,1,0.25
A Balbirnie,TG Southee,defend,point,1,0.25
A Balbirnie,TG Southee,drive,mid-off,1,0.25
A Balbirnie,TG Southee,unknown,point,1,0.25
A Dutt,Mustafizur Rahman,pull,unknown,1,0.3333
A Dutt,Mustafizur Rahman,unknown,cover,1,0.3333
A Dutt,N Thushara,flick,unknown,1,0.2
A Dutt,N Thushara,pull,unknown,1,0.2
A Dutt,PWH de Silva,drive,long-off,1,0.3333
A Dutt,PWH de Silva,sweep,cover,1,0.3333
A Dutt,Rishad Hossain,drive,long-off,1,0.25
A Dutt,Rishad Hossain,slog,unknown,1,0.25
A Dutt,Taskin Ahmed,pull,unknown,2,0.5
A Dutt,Taskin Ahmed,drive,mid-on,1,0.25
A Dutt,Taskin Ahmed,pull,mid-wicket,1,0.25
A Johnson,Ali Khan,pull,unknown,1,0.2
A Johnson,CA Young,defend,unknown,1,0.25
A Johnson,CA Young,unknown,cover,1,0.25
A Johnson,CA Young,unknown,point,1,0.25
A Johnson,Haris Rauf,drive,long-on,1,0.1429
A Johnson,Haris Rauf,drive,unknown,1,0.1429
A Johnson,Haris Rauf,unknown,third man,1,0.1429
A Johnson,Harmeet Singh,slog,unknown,1,0.5
A Johnson,Harmeet Singh,unknown,mid-wicket,1,0.5
A Johnson,Imad Wasim,unknown,point,3,0.2727
A Johnson,Imad Wasim,unknown,cover,2,0.1818
A Johnson,Imad Wasim,defend,unknown,1,0.0909
A Johnson,Imad Wasim,drive,unknown,1,0.0909
A Johnson,Imad Wasim,slog,cover,1,0.0909
A Johnson,Imad Wasim,sweep,unknown,1,0.0909
A Johnson,Jasdeep Singh,drive,mid-off,1,0.3333
A Johnson,Jasdeep Singh,pull,unknown,1,0.3333
A Johnson,Jasdeep Singh,unknown,point,1,0.3333
A Johnson,MR Adair,defend,unknown,1,0.25
A Johnson,MR Adair,unknown,mid-on,1,0.25
A Johnson,Mohammad Amir,unknown,mid-on,1,0.5
A Johnson,Naseem Shah,slog,unknown,1,0.0833
A Johnson,Shaheen Shah Afridi,slog,unknown,1,0.25
A Johnson,Shaheen Shah Afridi,unknown,cover,1,0.25
A Nao,B Masaba,unknown,long-on,1,1.0
A Nao,C Kyewuta,unknown,third man,2,0.6667
A Nao,C Kyewuta,cut,unknown,1,0.3333
A Nao,IS Sodhi,slog,unknown,1,0.5
A Nao,IS Sodhi,unknown,point,1,0.5
A Nao,J Miyaji,slog,unknown,1,0.5
A Nao,TA Boult,unknown,point,1,0.5
A Nao,TG Southee,unknown,cover,1,0.5
A Nao,TG Southee,unknown,point,1,0.5
A Nortje,BFW de Leede,cut,cover,1,1.0
A Nortje,HH Pandya,slog,mid-wicket,1,1.0
A Nortje,MA Starc,unknown,third man,1,0.5
A Sharafu,D Wiese,flick,mid-wicket,1,0.5
A Sharafu,D Wiese,pull,mid-wicket,1,0.5
A Sharafu,R Trumpelmann,unknown,third man,1,1.0
A Vala,AC Evans,pull,cover,1,0.1429
A Vala,AC Evans,pull,mid-on,1,0.1429
A Vala,AC Evans,unknown,mid-off,1,0.1429
A Vala,AC Evans,unknown,mid-on,1,0.1429
A Vala,AJ Hosein,unknown,mid-wicket,2,0.25
A Vala,AJ Hosein,pull,unknown,1,0.125
A Vala,AJ Hosein,sweep,unknown,1,0.125
A Vala,Aqib Ilyas,flick,unknown,2,0.1538
A Vala,Aqib Ilyas,defend,unknown,1,0.0769
A Vala,Aqib Ilyas,flick,square leg,1,0.0769
A Vala,Aqib Ilyas,pull,long-on,1,0.0769
A Vala,Aqib Ilyas,slog,unknown,1,0.0769
A Vala,Aqib Ilyas,sweep,square leg,1,0.0769
A Vala,Aqib Ilyas,unknown,cover,1,0.0769
A Vala,Aqib Ilyas,unknown,long-on,1,0.0769
A Vala,BTJ Wheal,pull,unknown,1,1.0
A Vala,Bilal Khan,flick,unknown,1,0.25
A Vala,Bilal Khan,unknown,cover,1,0.25
A Vala,Bilal Khan,unknown,point,1,0.25
A Vala,JH Davey,drive,mid-off,1,0.5
A Vala,JH Davey,unknown,square leg,1,0.5
A Vala,Kaleemullah,slog,unknown,1,0.25
A Vala,Kaleemullah,unknown,cover,1,0.25
A Vala,Khawar Ali,sweep,unknown,3,0.4286
A Vala,Khawar Ali,cut,point,1,0.1429
A Vala,Khawar Ali,flick,unknown,1,0.1429
A Vala,Khawar Ali,sweep,point,1,0.1429
A Vala,Khawar Ali,unknown,long-on,1,0.1429
A Vala,Mohammad Nadeem,flick,unknown,1,0.1429
A Vala,Mohammad Nadeem,unknown,mid-off,1,0.1429
A Vala,Mohammad Nadeem,unknown,mid-wicket,1,0.1429
A Vala,Mohammad Saifuddin,drive,long-on,1,0.2
A Vala,Mohammad Saifuddin,drive,mid-off,1,0.2
A Vala,Mohammad Saifuddin,unknown,point,1,0.2
A Vala,Mohammad Saifuddin,unknown,square leg,1,0.2
A Vala,Mustafizur Rahman,drive,mid-off,1,0.5
A Vala,RL Chase,slog,unknown,1,0.2
A Vala,RL Chase,unknown,cover,1,0.2
A Vala,RL Chase,unknown,point,1,0.2
A Vala,TA Boult,flick,square leg,2,0.2222
A Vala,TA Boult,defend,unknown,1,0.1111
A Vala,TA Boult,pull,fine leg,1,0.1111
A Vala,TG Southee,flick,square leg,1,0.2
A Vala,TG Southee,slog,unknown,1,0.2
A Vala,TG Southee,unknown,point,1,0.2
A Vala,Taskin Ahmed,cut,point,1,1.0
AC Agar,AU Rashid,defend,unknown,1,0.25
AC Agar,AU Rashid,unknown,cover,1,0.25
AC Agar,AU Rashid,unknown,point,1,0.25
AC Agar,CJ Jordan,pull,long-on,1,0.3333
AC Agar,CR Woakes,flick,mid-wicket,1,0.3333
AC Agar,CR Woakes,unknown,mid-wicket,1,0.3333
AC Agar,LS Livingstone,cut,unknown,1,0.1667
AC Agar,LS Livingstone,defend,slip,1,0.1667
AC Agar,LS Livingstone,drive,cover,1,0.1667
AC Agar,LS Livingstone,unknown,mid-wicket,1,0.1667
AC Agar,LS Livingstone,unknown,point,1,0.1667
AC Agar,TS Mills,unknown,square leg,1,0.5
AD Hales,AR Patel,flick,unknown,2,0.1538
AD Hales,AR Patel,unknown,cover,2,0.1538
AD Hales,AR Patel,unknown,mid-on,2,0.1538
AD Hales,AR Patel,cut,unknown,1,0.0769
AD Hales,AR Patel,unknown,long-off,1,0.0769
AD Hales,AR Patel,unknown,mid-wicket,1,0.0769
AD Hales,Arshdeep Singh,flick,unknown,2,0.5
AD Hales,Arshdeep Singh,unknown,cover,1,0.25
AD Hales,B Kumar,cut,unknown,1,0.25
AD Hales,B Kumar,flick,unknown,1,0.25
AD Hales,CAK Rajitha,drive,mid-off,1,0.2
AD Hales,CAK Rajitha,flick,mid-wicket,1,0.2
AD Hales,CAK Rajitha,pull,unknown,1,0.2
AD Hales,CAK Rajitha,unknown,square leg,1,0.2
AD Hales,CBRLS Kumara,flick,unknown,1,0.3333
AD Hales,CBRLS Kumara,slog,unknown,1,0.3333
AD Hales,DM de Silva,cut,unknown,1,0.25
AD Hales,DM de Silva,defend,unknown,1,0.25
AD Hales,DM de Silva,drive,long-on,1,0.25
AD Hales,DM de Silva,slog,unknown,1,0.25
AD Hales,HH Pandya,pull,unknown,1,0.1667
AD Hales,HH Pandya,unknown,mid-on,1,0.1667
AD Hales,HH Pandya,unknown,mid-wicket,1,0.1667
AD Hales,HH Pandya,unknown,square leg,1,0.1667
AD Hales,IS Sodhi,sweep,cover,2,0.4
AD Hales,IS Sodhi,drive,unknown,1,0.2
AD Hales,IS Sodhi,unknown,cover,1,0.2
AD Hales,IS Sodhi,unknown,point,1,0.2
AD Hales,LH Ferguson,unknown,mid-wicket,1,0.3333
AD Hales,LH Ferguson,unknown,point,1,0.3333
AD Hales,M Theekshana,defend,unknown,2,0.3333
AD Hales,M Theekshana,unknown,cover,1,0.1667
AD Hales,M Theekshana,unknown,long-on,1,0.1667
AD Hales,M Theekshana,unknown,square leg,1,0.1667
AD Hales,MJ Santner,drive,cover,2,0.1818
AD Hales,MJ Santner,unknown,point,2,0.1818
AD Hales,MJ Santner,unknown,cover,1,0.0909
AD Hales,MJ Santner,unknown,mid-on,1,0.0909
AD Hales,MJ Santner,unknown,square leg,1,0.0909
AD Hales,Mohammed Shami,pull,unknown,1,0.2
AD Hales,Mohammed Shami,unknown,fine leg,1,0.2
AD Hales,Mohammed Shami,unknown,point,1,0.2
AD Hales,PWH de Silva,defend,unknown,1,0.2
AD Hales,PWH de Silva,sweep,unknown,1,0.2
AD Hales,PWH de Silva,unknown,long-off,1,0.2
AD Hales,PWH de Silva,unknown,mid-wicket,1,0.2
AD Hales,R Ashwin,unknown,long-on,2,0.5
AD Hales,R Ashwin,unknown,cover,1,0.25
AD Hales,Shaheen Shah Afridi,unknown,mid-off,1,1.0
AD Hales,TA Boult,drive,unknown,1,0.2
AD Hales,TA Boult,unknown,cover,1,0.2
AD Hales,TG Southee,unknown,point,1,0.1429
AD Hales,TG Southee,unknown,third man,1,0.1429
AD Mathews,A Nortje,unknown,mid-wicket,2,0.2857
AD Mathews,A Nortje,cut,unknown,1,0.1429
AD Mathews,A Nortje,flick,unknown,1,0.1429
AD Mathews,A Nortje,pull,unknown,1,0.1429
AD Mathews,BFW de Leede,pull,square leg,1,0.1429
AD Mathews,BFW de Leede,pull,unknown,1,0.1429
AD Mathews,BFW de Leede,slog,mid-wicket,1,0.1429
AD Mathews,K Rabada,flick,unknown,1,1.0
AD Mathews,KA Maharaj,defend,unknown,2,0.3333
AD Mathews,KA Maharaj,cut,point,1,0.1667
AD Mathews,KA Maharaj,unknown,mid-wicket,1,0.1667
AD Mathews,LV van Beek,flick,mid-wicket,1,0.5
AD Mathews,M Jansen,pull,unknown,1,1.0
AD Mathews,Mustafizur Rahman,cut,unknown,1,0.5
AD Mathews,Mustafizur Rahman,sweep,cover,1,0.5
AD Mathews,Rishad Hossain,defend,unknown,1,0.2
AD Mathews,Rishad Hossain,drive,cover,1,0.2
AD Mathews,Rishad Hossain,flick,mid-wicket,1,0.2
AD Mathews,TJG Pringle,slog,unknown,1,0.3333
AD Mathews,TJG Pringle,unknown,point,1,0.3333
AD Mathews,TJG Pringle,unknown,square leg,1,0.3333
AD Mathews,Tanzim Hasan Sakib,slog,unknown,1,0.125
AD Mathews,Tanzim Hasan Sakib,unknown,long-off,1,0.125
AD Mathews,Tanzim Hasan Sakib,unknown,mid-wicket,1,0.125
AD Mathews,Taskin Ahmed,flick,square leg,1,0.3333
AD Mathews,Taskin Ahmed,pull,unknown,1,0.3333
AD Russell,A Nortje,flick,unknown,1,0.5
AD Russell,A Vala,unknown,long-off,1,0.5
AD Russell,B Masaba,drive,long-on,1,0.5
AD Russell,B Masaba,unknown,mid-wicket,1,0.5
AD Russell,C Kyewuta,cut,point,1,0.2
AD Russell,D Pretorius,slog,unknown,1,0.5
AD Russell,D Pretorius,sweep,cover,1,0.5
AD Russell,DM Nakrani,slog,mid-wicket,1,0.3333
AD Russell,DM Nakrani,unknown,point,1,0.3333
AD Russell,J Kariko,flick,long-on,1,0.25
AD Russell,J Kariko,sweep,unknown,1,0.25
AD Russell,J Kariko,unknown,point,1,0.25
AD Russell,J Miyaji,unknown,mid-wicket,1,0.5
AD Russell,J Miyaji,unknown,square leg,1,0.5
AD Russell,KA Maharaj,defend,unknown,1,0.25
AD Russell,KA Maharaj,unknown,square leg,1,0.25
AD Russell,KV Morea,slog,mid-wicket,1,0.3333
AD Russell,KV Morea,unknown,long-on,1,0.3333
AD Russell,LH Ferguson,slog,unknown,1,0.3333
AD Russell,MA Starc,pull,long-on,1,0.5
AD Russell,MA Starc,unknown,long-on,1,0.5
AD Russell,PJ Cummins,pull,unknown,1,0.3333
AD Russell,PJ Cummins,slog,unknown,1,0.3333
AD Russell,PJ Cummins,unknown,cover,1,0.3333
AD Russell,PWH de Silva,pull,mid-wicket,1,0.5
AD Russell,T Shamsi,defend,unknown,1,0.5
AD Russell,T Shamsi,unknown,square leg,1,0.5
AD Russell,TA Boult,slog,unknown,1,1.0
AGS Gous,A Nortje,pull,unknown,1,0.1111
AGS Gous,A Nortje,unknown,cover,1,0.1111
AGS Gous,A Nortje,unknown,mid-on,1,0.1111
AGS Gous,AD Russell,drive,unknown,1,1.0
AGS Gous,AJ Hosein,unknown,long-on,2,0.5
AGS Gous,AJ Hosein,flick,mid-wicket,1,0.25
AGS Gous,AS Joseph,slog,square leg,1,0.25
AGS Gous,Arshdeep Singh,unknown,cover,1,0.25
AGS Gous,D Heyliger,unknown,cover,3,0.4286
AGS Gous,D Heyliger,cut,unknown,1,0.1429
AGS Gous,D Heyliger,drive,long-off,1,0.1429
AGS Gous,D Heyliger,unknown,mid-wicket,1,0.1429
AGS Gous,G Motie,drive,cover,1,0.5
AGS Gous,G Motie,unknown,cover,1,0.5
AGS Gous,Haris Rauf,drive,cover,1,0.25
AGS Gous,Haris Rauf,unknown,point,1,0.25
AGS Gous,Iftikhar Ahmed,defend,unknown,1,0.5
AGS Gous,Iftikhar Ahmed,unknown,long-off,1,0.5
AGS Gous,JOA Gordon,slog,unknown,2,0.3333
AGS Gous,JOA Gordon,cut,unknown,1,0.1667
AGS Gous,JOA Gordon,drive,point,1,0.1667
AGS Gous,JOA Gordon,unknown,cover,1,0.1667
AGS Gous,JOA Gordon,unknown,third man,1,0.1667
AGS Gous,K Rabada,pull,unknown,1,0.1
AGS Gous,K Rabada,slog,unknown,1,0.1
AGS Gous,K Rabada,unknown,cover,1,0.1
AGS Gous,K Rabada,unknown,long-off,1,0.1
AGS Gous,K Rabada,unknown,point,1,0.1
AGS Gous,KA Maharaj,unknown,long-on,3,0.3333
AGS Gous,KA Maharaj,unknown,cover,2,0.2222
AGS Gous,KA Maharaj,cut,point,1,0.1111
AGS Gous,KA Maharaj,drive,cover,1,0.1111
AGS Gous,Kaleem Sana,defend,unknown,1,0.1429
AGS Gous,Kaleem Sana,slog,long-on,1,0.1429
AGS Gous,Kaleem Sana,unknown,cover,1,0.1429
AGS Gous,Kaleem Sana,unknown,mid-off,1,0.1429
AGS Gous,M Jansen,drive,mid-off,1,0.1667
AGS Gous,M Jansen,flick,mid-wicket,1,0.1667
AGS Gous,M Jansen,unknown,point,1,0.1667
AGS Gous,N Dutta,unknown,cover,1,0.3333
AGS Gous,N Dutta,unknown,mid-wicket,1,0.3333
AGS Gous,Naseem Shah,drive,cover,2,0.2857
AGS Gous,Naseem Shah,pull,unknown,1,0.1429
AGS Gous,Naseem Shah,unknown,cover,1,0.1429
AGS Gous,Naseem Shah,unknown,mid-off,1,0.1429
AGS Gous,Pargat Singh,cut,point,1,0.5
AGS Gous,Pargat Singh,unknown,point,1,0.5
AGS Gous,RJW Topley,drive,unknown,1,0.3333
AGS Gous,Saad Bin Zafar,unknown,cover,2,0.25
AGS Gous,Saad Bin Zafar,unknown,mid-wicket,2,0.25
AGS Gous,Saad Bin Zafar,cut,cover,1,0.125
AGS Gous,Saad Bin Zafar,drive,long-off,1,0.125
AGS Gous,Saad Bin Zafar,flick,fine leg,1,0.125
AGS Gous,Saad Bin Zafar,pull,unknown,1,0.125
AGS Gous,Shadab Khan,unknown,long-on,3,0.5
AGS Gous,Shadab Khan,defend,cover,1,0.1667
AGS Gous,Shadab Khan,unknown,cover,1,0.1667
AGS Gous,T Shamsi,drive,cover,1,0.1111
AGS Gous,T Shamsi,pull,unknown,1,0.1111
AGS Gous,T Shamsi,unknown,long-off,1,0.1111
AGS Gous,T Shamsi,unknown,long-on,1,0.1111
AGS Gous,T Shamsi,unknown,mid-wicket,1,0.1111
AGS Gous,T Shamsi,unknown,point,1,0.1111
AJ Finch,AU Rashid,unknown,mid-wicket,2,0.2
AJ Finch,AU Rashid,cut,point,1,0.1
AJ Finch,AU Rashid,defend,unknown,1,0.1
AJ Finch,AU Rashid,unknown,long-off,1,0.1
AJ Finch,BJ McCarthy,cut,unknown,2,0.2222
AJ Finch,BJ McCarthy,pull,mid-wicket,2,0.2222
AJ Finch,BJ McCarthy,drive,unknown,1,0.1111
AJ Finch,BJ McCarthy,pull,square leg,1,0.1111
AJ Finch,BJ McCarthy,sweep,cover,1,0.1111
AJ Finch,BJ McCarthy,unknown,cover,1,0.1111
AJ Finch,BJ McCarthy,unknown,mid-wicket,1,0.1111
AJ Finch,C Karunaratne,unknown,square leg,2,0.1818
AJ Finch,C Karunaratne,flick,unknown,1,0.0909
AJ Finch,C Karunaratne,pull,mid-wicket,1,0.0909
AJ Finch,C Karunaratne,pull,unknown,1,0.0909
AJ Finch,CBRLS Kumara,cut,unknown,1,0.0769
AJ Finch,CBRLS Kumara,flick,unknown,1,0.0769
AJ Finch,CBRLS Kumara,pull,mid-on,1,0.0769
AJ Finch,CBRLS Kumara,unknown,cover,1,0.0769
AJ Finch,CBRLS Kumara,unknown,fine leg,1,0.0769
AJ Finch,CBRLS Kumara,unknown,point,1,0.0769
AJ Finch,CBRLS Kumara,unknown,square leg,1,0.0769
AJ Finch,CJ Jordan,flick,unknown,1,0.1111
AJ Finch,CJ Jordan,sweep,cover,1,0.1111
AJ Finch,CJ Jordan,unknown,cover,1,0.1111
AJ Finch,CJ Jordan,unknown,mid-wicket,1,0.1111
AJ Finch,CJ Jordan,unknown,point,1,0.1111
AJ Finch,CR Woakes,defend,unknown,1,0.1429
AJ Finch,CR Woakes,drive,mid-off,1,0.1429
AJ Finch,CR Woakes,drive,mid-on,1,0.1429
AJ Finch,CR Woakes,pull,mid-wicket,1,0.1429
AJ Finch,CR Woakes,unknown,cover,1,0.1429
AJ Finch,CR Woakes,unknown,long-on,1,0.1429
AJ Finch,CR Woakes,unknown,mid-on,1,0.1429
AJ Finch,DM de Silva,unknown,cover,1,0.25
AJ Finch,F Hand,drive,unknown,1,1.0
AJ Finch,GH Dockrell,unknown,square leg,2,0.2
AJ Finch,GH Dockrell,drive,cover,1,0.1
AJ Finch,GH Dockrell,flick,fine leg,1,0.1
AJ Finch,GH Dockrell,sweep,fine leg,1,0.1
AJ Finch,GH Dockrell,unknown,cover,1,0.1
AJ Finch,GH Dockrell,unknown,long-off,1,0.1
AJ Finch,GJ Delany,pull,mid-wicket,1,0.3333
AJ Finch,GJ Delany,sweep,unknown,1,0.3333
AJ Finch,GJ Delany,unknown,long-on,1,0.3333
AJ Finch,J Little,unknown,cover,2,0.1818
AJ Finch,J Little,cut,point,1,0.0909
AJ Finch,J Little,drive,unknown,1,0.0909
AJ Finch,J Little,flick,unknown,1,0.0909
AJ Finch,J Little,pull,mid-wicket,1,0.0909
AJ Finch,J Little,pull,square leg,1,0.0909
AJ Finch,J Little,unknown,mid-off,1,0.0909
AJ Finch,J Little,unknown,point,1,0.0909
AJ Finch,JO Holder,pull,unknown,1,0.3333
AJ Finch,JO Holder,unknown,mid-off,1,0.3333
AJ Finch,LS Livingstone,cut,point,2,0.1818
AJ Finch,LS Livingstone,unknown,mid-wicket,2,0.1818
AJ Finch,LS Livingstone,flick,square leg,1,0.0909
AJ Finch,LS Livingstone,pull,mid-wicket,1,0.0909
AJ Finch,LS Livingstone,unknown,cover,1,0.0909
AJ Finch,LS Livingstone,unknown,third man,1,0.0909
AJ Finch,M Theekshana,unknown,mid-wicket,3,0.25
AJ Finch,M Theekshana,pull,unknown,2,0.1667
AJ Finch,M Theekshana,cut,point,1,0.0833
AJ Finch,M Theekshana,drive,cover,1,0.0833
AJ Finch,M Theekshana,flick,unknown,1,0.0833
AJ Finch,M Theekshana,unknown,cover,1,0.0833
AJ Finch,MR Adair,pull,unknown,1,0.2
AJ Finch,MR Adair,sweep,unknown,1,0.2
AJ Finch,MR Adair,unknown,mid-wicket,1,0.2
AJ Finch,Mustafizur Rahman,slog,unknown,1,0.1667
AJ Finch,Mustafizur Rahman,unknown,square leg,1,0.1667
AJ Finch,PVD Chameera,cut,mid-wicket,1,0.2
AJ Finch,PVD Chameera,pull,unknown,1,0.2
AJ Finch,PWH de Silva,cut,cover,1,0.1667
AJ Finch,PWH de Silva,slog,long-on,1,0.1667
AJ Finch,PWH de Silva,sweep,unknown,1,0.1667
AJ Finch,PWH de Silva,unknown,cover,1,0.1667
AJ Finch,PWH de Silva,unknown,third man,1,0.1667
AJ Finch,RL Chase,unknown,cover,1,0.3333
AJ Finch,RL Chase,unknown,long-on,1,0.3333
AJ Finch,TA Boult,unknown,cover,2,0.2222
AJ Finch,TA Boult,unknown,mid-off,1,0.1111
AJ Finch,TA Boult,unknown,point,1,0.1111
AJ Finch,TG Southee,flick,unknown,1,0.25
AJ Finch,TG Southee,unknown,mid-off,1,0.25
AJ Finch,TG Southee,unknown,mid-on,1,0.25
AJ Finch,TS Mills,drive,unknown,1,0.1429
AJ Finch,TS Mills,pull,unknown,1,0.1429
AJ Finch,TS Mills,slog,long-on,1,0.1429
AJ Finch,TS Mills,unknown,mid-wicket,1,0.1429
AJ Finch,Taskin Ahmed,slog,mid-on,1,0.1
AJ Finch,Taskin Ahmed,slog,unknown,1,0.1
AJ Hosein,A Nortje,defend,unknown,1,0.3333
AJ Hosein,A Nortje,unknown,mid-wicket,1,0.3333
AJ Hosein,AU Rashid,unknown,cover,1,0.1667
AJ Hosein,AU Rashid,unknown,long-off,1,0.1667
AJ Hosein,AU Rashid,unknown,point,1,0.1667
AJ Hosein,B Muzarabani,pull,long-on,1,0.2
AJ Hosein,GD Phillips,drive,unknown,1,0.3333
AJ Hosein,GD Phillips,unknown,long-on,1,0.3333
AJ Hosein,K Rabada,unknown,cover,1,0.5
AJ Hosein,LH Ferguson,defend,cover,1,0.25
AJ Hosein,LH Ferguson,unknown,mid-off,1,0.25
AJ Hosein,MA Leask,flick,mid-wicket,1,1.0
AJ Hosein,MJ Santner,drive,unknown,1,0.3333
AJ Hosein,MJ Santner,sweep,square leg,1,0.3333
AJ Hosein,MJ Santner,unknown,mid-wicket,1,0.3333
