batter,bowler,shot_type,region,count,pct_of_balls
MA Jones,GJ Delany,drive,long-off,2,0.25
MA Jones,GJ Delany,drive,long-on,1,0.125
MA Jones,GJ Delany,slog,unknown,1,0.125
MA Jones,GJ Delany,sweep,unknown,1,0.125
MA Jones,J Little,unknown,mid-on,2,0.125
MA Jones,J Little,pull,unknown,1,0.0625
MA Jones,J Little,slog,unknown,1,0.0625
MA Jones,JC Archer,unknown,cover,2,0.2
MA Jones,JC Archer,cut,unknown,1,0.1
MA Jones,JC Archer,pull,unknown,1,0.1
MA Jones,JC Archer,unknown,slip,1,0.1
MA Jones,KR Mayers,drive,cover,1,0.25
MA Jones,KR Mayers,pull,unknown,1,0.25
MA Jones,MA Wood,drive,mid-off,1,0.5
MA Jones,MA Wood,unknown,mid-on,1,0.5
MA Jones,MG Erasmus,unknown,long-off,1,1.0
MA Jones,MM Ali,unknown,cover,2,0.4
MA Jones,MM Ali,defend,unknown,1,0.2
MA Jones,MM Ali,unknown,mid-wicket,1,0.2
MA Jones,MR Adair,drive,mid-off,1,0.1429
MA Jones,MR Adair,flick,mid-wicket,1,0.1429
MA Jones,MR Adair,flick,unknown,1,0.1429
MA Jones,MR Adair,slog,square leg,1,0.1429
MA Jones,OC McCoy,drive,unknown,1,0.3333
MA Jones,OC McCoy,flick,mid-on,1,0.3333
MA Jones,R Trumpelmann,flick,unknown,1,0.25
MA Jones,R Trumpelmann,pull,unknown,1,0.25
MA Jones,R Trumpelmann,unknown,square leg,1,0.25
MA Jones,Shakeel Ahmed,drive,unknown,1,0.5
MA Jones,Shakeel Ahmed,unknown,cover,1,0.5
MA Jones,Simi Singh,unknown,long-on,2,0.2857
MA Jones,Simi Singh,drive,unknown,1,0.1429
MA Jones,Simi Singh,unknown,cover,1,0.1429
MA Jones,Simi Singh,unknown,long-off,1,0.1429
MA Jones,T Lungameni,drive,cover,1,0.3333
MA Jones,T Lungameni,unknown,mid-on,1,0.3333
MA Jones,TL Chatara,drive,unknown,1,0.3333
MA Leask,AC Agar,sweep,unknown,1,0.5
MA Leask,AC Agar,unknown,long-on,1,0.5
MA Leask,AF Milne,unknown,long-on,2,0.5
MA Leask,AF Milne,unknown,mid-off,1,0.25
MA Leask,AS Joseph,slog,long-on,1,0.5
MA Leask,BJ McCarthy,slog,long-off,1,0.25
MA Leask,BJ McCarthy,slog,long-on,1,0.25
MA Leask,BJ McCarthy,unknown,long-on,1,0.25
MA Leask,BJ McCarthy,unknown,mid-on,1,0.25
MA Leask,BM Scholtz,unknown,mid-wicket,2,0.25
MA Leask,BM Scholtz,defend,unknown,1,0.125
MA Leask,BM Scholtz,flick,mid-wicket,1,0.125
MA Leask,BM Scholtz,sweep,mid-wicket,1,0.125
MA Leask,BM Scholtz,sweep,unknown,1,0.125
MA Leask,BM Scholtz,unknown,long-on,1,0.125
MA Leask,C Campher,cut,unknown,1,0.3333
MA Leask,CV Varun,cut,unknown,1,0.25
MA Leask,CV Varun,drive,unknown,1,0.25
MA Leask,CV Varun,sweep,unknown,1,0.25
MA Leask,CV Varun,unknown,cover,1,0.25
MA Leask,D Wiese,defend,unknown,1,0.2
MA Leask,D Wiese,unknown,cover,1,0.2
MA Leask,D Wiese,unknown,fine leg,1,0.2
MA Leask,D Wiese,unknown,mid-off,1,0.2
MA Leask,D Wiese,unknown,square leg,1,0.2
MA Leask,GJ Maxwell,unknown,long-off,1,0.5
MA Leask,HN Ya France,unknown,mid-wicket,1,0.5
MA Leask,Haris Rauf,pull,square leg,1,0.3333
MA Leask,Haris Rauf,unknown,cover,1,0.3333
MA Leask,Haris Rauf,unknown,long-on,1,0.3333
MA Leask,Hasan Ali,unknown,cover,1,0.3333
MA Leask,Hasan Ali,unknown,long-on,1,0.3333
MA Leask,IS Sodhi,pull,mid-wicket,1,0.1667
MA Leask,IS Sodhi,sweep,unknown,1,0.1667
MA Leask,IS Sodhi,unknown,fine leg,1,0.1667
MA Leask,J Little,pull,unknown,1,1.0
MA Leask,JJ Smit,drive,cover,1,0.2
MA Leask,JJ Smit,unknown,cover,1,0.2
MA Leask,JN Frylinck,unknown,mid-wicket,2,0.6667
MA Leask,JN Frylinck,cut,unknown,1,0.3333
MA Leask,KV Morea,sweep,square leg,1,0.3333
MA Leask,KV Morea,sweep,unknown,1,0.3333
MA Leask,M van Lingen,unknown,third man,1,0.5
MA Leask,MG Erasmus,drive,long-on,2,0.5
MA Leask,MG Erasmus,drive,unknown,1,0.25
MA Leask,MG Erasmus,sweep,cover,1,0.25
MA Leask,MR Adair,unknown,fine leg,1,0.5
MA Leask,Mohammed Shami,unknown,mid-off,1,0.3333
MA Leask,Mohammed Shami,unknown,square leg,1,0.3333
MA Leask,NT Ellis,cut,long-on,1,0.3333
MA Leask,OF Smith,pull,long-on,1,0.25
MA Leask,OF Smith,sweep,fine leg,1,0.25
MA Leask,OF Smith,unknown,mid-on,1,0.25
MA Leask,R Ashwin,drive,unknown,1,0.5
MA Leask,R Ngarava,pull,square leg,1,0.3333
MA Leask,R Ngarava,sweep,cover,1,0.3333
MA Leask,R Ngarava,unknown,mid-off,1,0.3333
MA Leask,R Trumpelmann,pull,unknown,1,0.25
MA Leask,R Trumpelmann,slog,fine leg,1,0.25
MA Leask,R Trumpelmann,unknown,mid-off,1,0.25
MA Leask,RA Jadeja,drive,long-off,1,0.5
MA Leask,RA Jadeja,unknown,mid-wicket,1,0.5
MA Leask,Shadab Khan,unknown,long-on,1,0.1667
MA Leask,Shadab Khan,unknown,slip,1,0.1667
MA Leask,T Lungameni,pull,mid-wicket,1,1.0
MA Leask,TA Boult,pull,square leg,1,0.3333
MA Leask,TA Boult,slog,unknown,1,0.3333
MA Leask,TG Southee,pull,unknown,1,0.5
MA Leask,TG Southee,unknown,mid-wicket,1,0.5
MA Starc,Arshdeep Singh,flick,square leg,1,1.0
MA Starc,CJ Jordan,slog,square leg,1,1.0
MA Starc,IS Sodhi,unknown,long-on,1,0.5
MA Starc,LH Ferguson,unknown,cover,1,0.5
MA Starc,TA Boult,pull,square leg,1,0.3333
MA Starc,TA Boult,unknown,mid-off,1,0.3333
MA Starc,TS Mills,pull,long-on,1,0.5
MA Wood,K Rabada,slog,mid-wicket,1,1.0
MB Kruger,CB Sole,unknown,third man,1,0.25
MB Kruger,CN Greaves,unknown,point,1,0.5
MB Kruger,MRJ Watt,flick,unknown,1,0.5
MB Kruger,MRJ Watt,unknown,point,1,0.5
MB Kruger,Mehran Khan,unknown,cover,1,1.0
MD Patel,D Heyliger,slog,cover,1,0.2
MD Patel,Haris Rauf,pull,square leg,1,0.1667
MD Patel,Haris Rauf,unknown,cover,1,0.1667
MD Patel,Haris Rauf,unknown,mid-wicket,1,0.1667
MD Patel,Haris Rauf,unknown,square leg,1,0.1667
MD Patel,Iftikhar Ahmed,slog,unknown,1,0.5
MD Patel,JOA Gordon,pull,unknown,1,0.2
MD Patel,JOA Gordon,slog,unknown,1,0.2
MD Patel,JOA Gordon,unknown,mid-on,1,0.2
MD Patel,Kaleem Sana,cut,unknown,1,0.3333
MD Patel,Kaleem Sana,drive,mid-off,1,0.3333
MD Patel,Kaleem Sana,drive,mid-on,1,0.3333
MD Patel,Mohammad Amir,cut,unknown,1,0.25
MD Patel,Mohammad Amir,defend,point,1,0.25
MD Patel,Mohammad Amir,flick,unknown,1,0.25
MD Patel,Naseem Shah,drive,mid-off,1,0.2
MD Patel,Naseem Shah,drive,unknown,1,0.2
MD Patel,Naseem Shah,flick,square leg,1,0.2
MD Patel,Naseem Shah,sweep,cover,1,0.2
MD Patel,Saad Bin Zafar,drive,cover,1,0.5
MD Patel,Saad Bin Zafar,unknown,mid-on,1,0.5
MD Patel,Shadab Khan,unknown,long-on,2,0.3333
MD Patel,Shadab Khan,drive,cover,1,0.1667
MD Patel,Shadab Khan,drive,unknown,1,0.1667
MD Patel,Shadab Khan,sweep,unknown,1,0.1667
MD Patel,Shaheen Shah Afridi,flick,unknown,2,0.25
MD Patel,Shaheen Shah Afridi,defend,unknown,1,0.125
MD Shanaka,A Nortje,unknown,cover,1,0.3333
MD Shanaka,A Nortje,unknown,point,1,0.3333
MD Shanaka,A Nortje,unknown,square leg,1,0.3333
MD Shanaka,A Zampa,flick,long-on,1,0.2
MD Shanaka,A Zampa,unknown,mid-wicket,1,0.2
MD Shanaka,AD Russell,hook,unknown,1,0.3333
MD Shanaka,AD Russell,unknown,point,1,0.3333
MD Shanaka,AD Russell,unknown,square leg,1,0.3333
MD Shanaka,AU Rashid,sweep,unknown,2,0.5
MD Shanaka,AU Rashid,flick,mid-wicket,1,0.25
MD Shanaka,AU Rashid,unknown,long-on,1,0.25
MD Shanaka,B Shikongo,pull,square leg,2,0.4
MD Shanaka,B Shikongo,unknown,point,2,0.4
MD Shanaka,B Shikongo,cut,point,1,0.2
MD Shanaka,BM Scholtz,drive,long-on,2,0.5
MD Shanaka,BM Scholtz,drive,long-off,1,0.25
MD Shanaka,BM Scholtz,unknown,cover,1,0.25
MD Shanaka,CA Young,cut,unknown,1,0.25
MD Shanaka,CA Young,drive,mid-off,1,0.25
MD Shanaka,CA Young,pull,unknown,1,0.25
MD Shanaka,CJ Jordan,defend,unknown,1,0.1667
MD Shanaka,CJ Jordan,drive,cover,1,0.1667
MD Shanaka,CJ Jordan,drive,mid-off,1,0.1667
MD Shanaka,CJ Jordan,pull,unknown,1,0.1667
MD Shanaka,CJ Jordan,unknown,mid-wicket,1,0.1667
MD Shanaka,CJ Jordan,unknown,point,1,0.1667
MD Shanaka,CR Woakes,unknown,point,1,0.5
MD Shanaka,D Pretorius,drive,cover,1,0.1667
MD Shanaka,DJ Bravo,slog,unknown,1,0.3333
MD Shanaka,DJ Bravo,unknown,long-off,1,0.3333
MD Shanaka,DJ Bravo,unknown,long-on,1,0.3333
MD Shanaka,GJ Maxwell,unknown,mid-wicket,1,0.3333
MD Shanaka,IS Sodhi,sweep,unknown,2,0.4
MD Shanaka,IS Sodhi,defend,unknown,1,0.2
MD Shanaka,IS Sodhi,slog,unknown,1,0.2
MD Shanaka,J Little,unknown,long-off,1,0.3333
MD Shanaka,J Little,unknown,long-on,1,0.3333
MD Shanaka,JJ Smit,cut,unknown,1,0.5
MD Shanaka,JN Frylinck,flick,unknown,2,0.25
MD Shanaka,JN Frylinck,unknown,cover,2,0.25
MD Shanaka,JN Frylinck,unknown,long-on,1,0.125
MD Shanaka,JO Holder,unknown,mid-off,1,0.3333
MD Shanaka,JO Holder,unknown,point,1,0.3333
MD Shanaka,JR Hazlewood,defend,point,1,0.5
MD Shanaka,JR Hazlewood,flick,square leg,1,0.5
MD Shanaka,K Rabada,unknown,point,1,1.0
MD Shanaka,LH Ferguson,cut,unknown,1,0.125
MD Shanaka,LH Ferguson,drive,mid-off,1,0.125
MD Shanaka,LH Ferguson,drive,point,1,0.125
MD Shanaka,LH Ferguson,flick,fine leg,1,0.125
MD Shanaka,LH Ferguson,flick,mid-wicket,1,0.125
MD Shanaka,LH Ferguson,flick,square leg,1,0.125
MD Shanaka,LH Ferguson,pull,unknown,1,0.125
MD Shanaka,LH Ferguson,slog,unknown,1,0.125
MD Shanaka,LS Livingstone,cut,cover,1,0.125
MD Shanaka,LS Livingstone,flick,mid-wicket,1,0.125
MD Shanaka,LS Livingstone,unknown,cover,1,0.125
MD Shanaka,LS Livingstone,unknown,mid-wicket,1,0.125
MD Shanaka,LS Livingstone,unknown,square leg,1,0.125
MD Shanaka,M Jansen,defend,unknown,1,0.25
MD Shanaka,MA Starc,flick,unknown,1,0.2
MD Shanaka,MA Starc,unknown,square leg,1,0.2
MD Shanaka,MA Wood,pull,unknown,1,1.0
MD Shanaka,MJ Santner,defend,unknown,2,0.25
MD Shanaka,MJ Santner,cut,point,1,0.125
MD Shanaka,MJ Santner,slog,unknown,1,0.125
MD Shanaka,MJ Santner,sweep,cover,1,0.125
MD Shanaka,MJ Santner,sweep,unknown,1,0.125
MD Shanaka,MJ Santner,unknown,long-on,1,0.125
MD Shanaka,MP Stoinis,unknown,mid-wicket,1,1.0
MD Shanaka,MR Adair,pull,unknown,1,0.5
MD Shanaka,MR Adair,unknown,long-off,1,0.5
MD Shanaka,Nasum Ahmed,sweep,cover,1,1.0
MD Shanaka,PJ Cummins,unknown,mid-off,2,0.3333
MD Shanaka,PJ Cummins,unknown,point,2,0.3333
MD Shanaka,PJ Cummins,pull,unknown,1,0.1667
MD Shanaka,PJ Cummins,unknown,mid-wicket,1,0.1667
MD Shanaka,Rishad Hossain,defend,unknown,1,0.3333
MD Shanaka,Rishad Hossain,unknown,long-on,1,0.3333
MD Shanaka,Rishad Hossain,unknown,point,1,0.3333
MD Shanaka,SM Curran,slog,unknown,1,0.25
MD Shanaka,SM Curran,unknown,cover,1,0.25
MD Shanaka,T Shamsi,flick,mid-wicket,1,0.5
MD Shanaka,T Shamsi,unknown,point,1,0.5
MD Shanaka,TA Boult,defend,unknown,1,0.3333
MD Shanaka,TA Boult,sweep,unknown,1,0.3333
MD Shanaka,TG Southee,flick,fine leg,1,0.3333
MD Shanaka,TG Southee,sweep,cover,1,0.3333
MD Shanaka,TS Mills,defend,unknown,1,0.3333
MD Shanaka,TS Mills,slog,unknown,1,0.3333
MD Shanaka,TS Mills,unknown,third man,1,0.3333
MD Shanaka,Taskin Ahmed,pull,long-on,1,0.3333
MDKJ Perera,A Zampa,sweep,square leg,1,0.1667
MDKJ Perera,A Zampa,sweep,third man,1,0.1667
MDKJ Perera,A Zampa,unknown,long-on,1,0.1667
MDKJ Perera,A Zampa,unknown,mid-wicket,1,0.1667
MDKJ Perera,A Zampa,unknown,square leg,1,0.1667
MDKJ Perera,AK Markram,unknown,square leg,2,0.4
MDKJ Perera,AK Markram,unknown,long-on,1,0.2
MDKJ Perera,AU Rashid,defend,unknown,1,0.3333
MDKJ Perera,AU Rashid,sweep,square leg,1,0.3333
MDKJ Perera,BD Glover,unknown,cover,2,0.2
MDKJ Perera,BD Glover,cut,unknown,1,0.1
MDKJ Perera,BD Glover,unknown,fine leg,1,0.1
MDKJ Perera,BD Glover,unknown,mid-off,1,0.1
MDKJ Perera,BD Glover,unknown,mid-on,1,0.1
MDKJ Perera,BD Glover,unknown,mid-wicket,1,0.1
MDKJ Perera,BD Glover,unknown,square leg,1,0.1
MDKJ Perera,CJ Jordan,flick,mid-wicket,1,1.0
MDKJ Perera,CR Woakes,unknown,mid-on,1,1.0
MDKJ Perera,D Wiese,drive,long-off,1,0.25
MDKJ Perera,D Wiese,drive,mid-off,1,0.25
MDKJ Perera,D Wiese,pull,unknown,1,0.25
MDKJ Perera,D Wiese,unknown,square leg,1,0.25
MDKJ Perera,FJ Klaassen,flick,unknown,1,0.5
MDKJ Perera,FJ Klaassen,unknown,square leg,1,0.5
MDKJ Perera,JO Holder,flick,unknown,3,0.375
MDKJ Perera,JO Holder,unknown,cover,1,0.125
MDKJ Perera,JO Holder,unknown,mid-on,1,0.125
MDKJ Perera,JO Holder,unknown,mid-wicket,1,0.125
MDKJ Perera,JO Holder,unknown,slip,1,0.125
MDKJ Perera,K Rabada,cut,unknown,1,0.5
MDKJ Perera,MA Starc,drive,unknown,1,0.2
MDKJ Perera,MA Starc,flick,unknown,1,0.2
MDKJ Perera,MA Starc,unknown,square leg,1,0.2
MDKJ Perera,MP Stoinis,cut,unknown,1,0.1667
MDKJ Perera,MP Stoinis,unknown,cover,1,0.1667
MDKJ Perera,MP Stoinis,unknown,mid-off,1,0.1667
MDKJ Perera,MP Stoinis,unknown,square leg,1,0.1667
MDKJ Perera,Nasum Ahmed,cut,cover,1,0.3333
MDKJ Perera,PA van Meekeren,unknown,mid-off,2,0.2857
MDKJ Perera,PA van Meekeren,defend,point,1,0.1429
MDKJ Perera,PA van Meekeren,drive,unknown,1,0.1429
MDKJ Perera,PA van Meekeren,pull,unknown,1,0.1429
MDKJ Perera,PA van Meekeren,unknown,cover,1,0.1429
MDKJ Perera,PJ Cummins,pull,unknown,1,0.5
MDKJ Perera,R Rampaul,flick,unknown,1,0.2
MDKJ Perera,R Rampaul,pull,unknown,1,0.2
MDKJ Perera,R Rampaul,unknown,point,1,0.2
MDKJ Perera,R Rampaul,unknown,square leg,1,0.2
MDKJ Perera,R Trumpelmann,pull,mid-wicket,1,0.5
MDKJ Perera,RL Chase,sweep,unknown,1,0.3333
MG Erasmus,A Zampa,unknown,point,2,0.25
MG Erasmus,A Zampa,cut,unknown,1,0.125
MG Erasmus,A Zampa,drive,cover,1,0.125
MG Erasmus,A Zampa,unknown,cover,1,0.125
MG Erasmus,A Zampa,unknown,square leg,1,0.125
MG Erasmus,Ahmed Raza,cut,unknown,1,0.3333
MG Erasmus,Ahmed Raza,defend,unknown,1,0.3333
MG Erasmus,Aqib Ilyas,unknown,long-on,2,0.6667
MG Erasmus,Aqib Ilyas,unknown,mid-wicket,1,0.3333
MG Erasmus,Ayan Khan,cut,point,1,0.3333
MG Erasmus,Ayan Khan,unknown,mid-wicket,1,0.3333
MG Erasmus,BFW de Leede,flick,unknown,1,0.3333
MG Erasmus,BFW de Leede,slog,unknown,1,0.3333
MG Erasmus,BFW de Leede,sweep,cover,1,0.3333
MG Erasmus,BJ Currie,drive,long-off,1,0.25
MG Erasmus,BJ Currie,drive,mid-off,1,0.25
MG Erasmus,Basil Hameed,cut,cover,1,0.25
MG Erasmus,Basil Hameed,cut,mid-wicket,1,0.25
MG Erasmus,Basil Hameed,cut,point,1,0.25
MG Erasmus,Basil Hameed,unknown,mid-on,1,0.25
MG Erasmus,C Campher,unknown,point,3,0.3
MG Erasmus,C Campher,drive,mid-off,1,0.1
MG Erasmus,C Campher,flick,long-on,1,0.1
MG Erasmus,C Campher,flick,unknown,1,0.1
MG Erasmus,C Campher,unknown,long-on,1,0.1
MG Erasmus,C Campher,unknown,mid-on,1,0.1
MG Erasmus,C Karunaratne,cut,point,2,0.2222
MG Erasmus,C Karunaratne,cut,unknown,1,0.1111
MG Erasmus,C Karunaratne,flick,mid-wicket,1,0.1111
MG Erasmus,C Karunaratne,unknown,cover,1,0.1111
MG Erasmus,C Karunaratne,unknown,long-on,1,0.1111
MG Erasmus,CA Young,drive,cover,1,0.3333
MG Erasmus,CA Young,sweep,cover,1,0.3333
MG Erasmus,CBRLS Kumara,flick,square leg,1,0.2
MG Erasmus,CBRLS Kumara,unknown,cover,1,0.2
MG Erasmus,CBRLS Kumara,unknown,third man,1,0.2
MG Erasmus,CN Ackermann,flick,mid-wicket,1,0.1667
MG Erasmus,CN Ackermann,unknown,mid-wicket,1,0.1667
MG Erasmus,CN Ackermann,unknown,slip,1,0.1667
MG Erasmus,CN Greaves,drive,cover,1,0.125
MG Erasmus,CN Greaves,flick,unknown,1,0.125
MG Erasmus,CN Greaves,pull,long-on,1,0.125
MG Erasmus,CN Greaves,pull,mid-wicket,1,0.125
MG Erasmus,CN Greaves,unknown,cover,1,0.125
MG Erasmus,CN Greaves,unknown,long-on,1,0.125
MG Erasmus,FJ Klaassen,cut,unknown,1,0.3333
MG Erasmus,FJ Klaassen,flick,mid-wicket,1,0.3333
MG Erasmus,FJ Klaassen,unknown,point,1,0.3333
MG Erasmus,J Little,unknown,mid-wicket,2,0.2857
MG Erasmus,J Little,cut,unknown,1,0.1429
MG Erasmus,J Little,pull,unknown,1,0.1429
MG Erasmus,J Little,unknown,third man,1,0.1429
MG Erasmus,JC Archer,cut,unknown,1,0.3333
MG Erasmus,JC Archer,pull,mid-wicket,1,0.3333
MG Erasmus,JR Hazlewood,unknown,cover,2,0.2222
MG Erasmus,JR Hazlewood,flick,unknown,1,0.1111
MG Erasmus,JR Hazlewood,unknown,mid-off,1,0.1111
MG Erasmus,JR Hazlewood,unknown,point,1,0.1111
MG Erasmus,Junaid Siddique,unknown,third man,1,0.5
MG Erasmus,KJ O'Brien,cut,unknown,1,0.1429
MG Erasmus,KJ O'Brien,drive,cover,1,0.1429
MG Erasmus,KJ O'Brien,pull,unknown,1,0.1429
MG Erasmus,KJ O'Brien,sweep,cover,1,0.1429
MG Erasmus,KJ O'Brien,unknown,mid-wicket,1,0.1429
MG Erasmus,KJ O'Brien,unknown,point,1,0.1429
MG Erasmus,LV van Beek,unknown,mid-wicket,1,1.0
MG Erasmus,M Theekshana,defend,square leg,1,0.1
MG Erasmus,M Theekshana,flick,unknown,1,0.1
MG Erasmus,M Theekshana,pull,long-on,1,0.1
MG Erasmus,M Theekshana,sweep,cover,1,0.1
MG Erasmus,M Theekshana,sweep,long-on,1,0.1
MG Erasmus,M Theekshana,unknown,fine leg,1,0.1
MG Erasmus,M Theekshana,unknown,mid-wicket,1,0.1
MG Erasmus,M Theekshana,unknown,point,1,0.1
MG Erasmus,MA Leask,drive,long-off,1,0.5
MG Erasmus,MA Leask,unknown,long-off,1,0.5
MG Erasmus,MJ Santner,unknown,long-on,1,1.0
MG Erasmus,MP Stoinis,unknown,cover,2,0.4
MG Erasmus,MR Adair,defend,unknown,1,0.3333
MG Erasmus,MR Adair,unknown,square leg,1,0.3333
MG Erasmus,MRJ Watt,cut,cover,1,0.1
MG Erasmus,MRJ Watt,defend,unknown,1,0.1
MG Erasmus,MRJ Watt,unknown,cover,1,0.1
MG Erasmus,MRJ Watt,unknown,point,1,0.1
MG Erasmus,MRJ Watt,unknown,third man,1,0.1
MG Erasmus,Mohammad Hafeez,flick,point,1,1.0
MG Erasmus,NT Ellis,cut,unknown,2,0.25
MG Erasmus,NT Ellis,unknown,mid-on,2,0.25
MG Erasmus,NT Ellis,unknown,cover,1,0.125
MG Erasmus,NT Ellis,unknown,point,1,0.125
MG Erasmus,PA van Meekeren,cut,third man,1,0.1667
MG Erasmus,PA van Meekeren,slog,third man,1,0.1667
MG Erasmus,PA van Meekeren,unknown,mid-wicket,1,0.1667
MG Erasmus,PJ Cummins,pull,square leg,1,0.125
MG Erasmus,PJ Cummins,pull,unknown,1,0.125
MG Erasmus,PJ Cummins,unknown,cover,1,0.125
MG Erasmus,PJ Cummins,unknown,mid-off,1,0.125
MG Erasmus,PM Liyanagamage,unknown,square leg,2,1.0
MG Erasmus,PM Seelaar,flick,long-on,1,1.0
MG Erasmus,PWH de Silva,unknown,cover,3,0.2308
MG Erasmus,PWH de Silva,unknown,point,2,0.1538
MG Erasmus,PWH de Silva,cut,point,1,0.0769
MG Erasmus,PWH de Silva,pull,unknown,1,0.0769
MG Erasmus,PWH de Silva,sweep,mid-wicket,1,0.0769
MG Erasmus,PWH de Silva,sweep,unknown,1,0.0769
MG Erasmus,PWH de Silva,unknown,long-on,1,0.0769
MG Erasmus,PWH de Silva,unknown,mid-wicket,1,0.0769
MG Erasmus,PWH de Silva,unknown,square leg,1,0.0769
MG Erasmus,R Ashwin,unknown,point,1,0.3333
MG Erasmus,RA Jadeja,sweep,unknown,1,0.1667
MG Erasmus,RA Jadeja,unknown,cover,1,0.1667
MG Erasmus,RA Jadeja,unknown,square leg,1,0.1667
MG Erasmus,RD Chahar,drive,cover,2,0.2222
MG Erasmus,RD Chahar,pull,square leg,1,0.1111
MG Erasmus,RD Chahar,sweep,unknown,1,0.1111
MG Erasmus,RD Chahar,unknown,cover,1,0.1111
MG Erasmus,RD Chahar,unknown,point,1,0.1111
MG Erasmus,RE van der Merwe,cut,point,1,0.25
MG Erasmus,RE van der Merwe,unknown,mid-wicket,1,0.25
MG Erasmus,RE van der Merwe,unknown,point,1,0.25
MG Erasmus,RE van der Merwe,unknown,square leg,1,0.25
MG Erasmus,Shadab Khan,cut,unknown,2,0.3333
MG Erasmus,Shadab Khan,slog,mid-wicket,1,0.1667
MG Erasmus,Shadab Khan,unknown,point,1,0.1667
MG Erasmus,Simi Singh,unknown,long-off,2,0.125
MG Erasmus,Simi Singh,drive,unknown,1,0.0625
MG Erasmus,Simi Singh,flick,long-on,1,0.0625
MG Erasmus,Simi Singh,flick,mid-wicket,1,0.0625
MG Erasmus,Simi Singh,flick,square leg,1,0.0625
MG Erasmus,Simi Singh,flick,unknown,1,0.0625
MG Erasmus,Simi Singh,slog,cover,1,0.0625
MG Erasmus,Simi Singh,slog,long-on,1,0.0625
MG Erasmus,Simi Singh,sweep,cover,1,0.0625
MG Erasmus,Simi Singh,unknown,long-on,1,0.0625
MG Erasmus,Simi Singh,unknown,mid-wicket,1,0.0625
MG Erasmus,Simi Singh,unknown,point,1,0.0625
MG Erasmus,T van der Gugten,unknown,cover,2,0.4
MG Erasmus,T van der Gugten,slog,unknown,1,0.2
MG Erasmus,T van der Gugten,unknown,mid-off,1,0.2
MG Erasmus,T van der Gugten,unknown,point,1,0.2
MG Erasmus,TJG Pringle,unknown,fine leg,1,0.25
MG Erasmus,TJG Pringle,unknown,long-on,1,0.25
MG Erasmus,Zahoor Khan,flick,square leg,1,0.25
MG Erasmus,Zahoor Khan,slog,cover,1,0.25
MG Erasmus,Zahoor Khan,unknown,point,1,0.25
MG Erasmus,Zeeshan Maqsood,defend,point,1,0.1429
MG Erasmus,Zeeshan Maqsood,drive,long-off,1,0.1429
MG Erasmus,Zeeshan Maqsood,unknown,cover,1,0.1429
MG Erasmus,Zeeshan Maqsood,unknown,long-off,1,0.1429
MH Cross,A Zampa,unknown,long-on,1,1.0
MH Cross,AC Agar,unknown,long-on,1,0.3333
MH Cross,AC Agar,unknown,point,1,0.3333
MH Cross,AF Milne,pull,unknown,1,0.125
MH Cross,AF Milne,unknown,point,1,0.125
MH Cross,AF Milne,unknown,slip,1,0.125
MH Cross,Aqib Ilyas,unknown,cover,2,0.3333
MH Cross,Aqib Ilyas,cut,point,1,0.1667
MH Cross,Aqib Ilyas,drive,long-off,1,0.1667
MH Cross,Aqib Ilyas,slog,long-on,1,0.1667
MH Cross,Ayan Khan,cut,unknown,1,0.5
MH Cross,Ayan Khan,unknown,point,1,0.5
MH Cross,BJ McCarthy,unknown,third man,1,0.1667
MH Cross,BM Scholtz,defend,cover,1,0.1667
MH Cross,BM Scholtz,pull,mid-wicket,1,0.1667
MH Cross,BM Scholtz,sweep,cover,1,0.1667
MH Cross,BM Scholtz,unknown,long-on,1,0.1667
MH Cross,BM Scholtz,unknown,point,1,0.1667
MH Cross,Bilal Khan,drive,cover,1,0.5
MH Cross,Bilal Khan,unknown,point,1,0.5
MH Cross,CA Soper,unknown,square leg,1,0.3333
MH Cross,CJA Amini,unknown,long-on,2,0.2857
MH Cross,CJA Amini,drive,long-off,1,0.1429
MH Cross,CJA Amini,sweep,long-on,1,0.1429
MH Cross,CJA Amini,sweep,unknown,1,0.1429
MH Cross,CJA Amini,unknown,long-off,1,0.1429
MH Cross,CJA Amini,unknown,mid-wicket,1,0.1429
MH Cross,CV Varun,defend,mid-off,1,0.3333
MH Cross,CV Varun,drive,long-on,1,0.3333
MH Cross,D Wiese,sweep,cover,1,0.2
MH Cross,D Wiese,unknown,square leg,1,0.2
MH Cross,Fayyaz Butt,drive,unknown,1,0.5
MH Cross,Fayyaz Butt,pull,unknown,1,0.5
MH Cross,GJ Delany,sweep,unknown,2,1.0
MH Cross,GJ Maxwell,sweep,unknown,1,1.0
MH Cross,Hasan Ali,unknown,cover,1,0.5
MH Cross,IS Sodhi,pull,long-on,1,0.25
MH Cross,IS Sodhi,pull,unknown,1,0.25
MH Cross,Imad Wasim,drive,long-off,1,0.5
MH Cross,J Little,unknown,point,1,1.0
MH Cross,JJ Bumrah,cut,unknown,1,0.3333
MH Cross,JJ Bumrah,defend,unknown,1,0.3333
MH Cross,JJ Smit,flick,square leg,1,0.1111
MH Cross,JJ Smit,flick,unknown,1,0.1111
MH Cross,JJ Smit,unknown,mid-wicket,1,0.1111
MH Cross,JJ Smit,unknown,point,1,0.1111
MH Cross,JN Frylinck,drive,unknown,1,0.1429
MH Cross,JN Frylinck,flick,mid-wicket,1,0.1429
MH Cross,JO Holder,unknown,mid-wicket,1,1.0
